shot_id,caption,start_time,end_time
shot_022,"나무 바닥에 여러 피자 상자가 놓여 있으며, 한 손이 그중 한 상자의 뚜껑을 접고 있습니다.
상자 주변에는 이미 접힌 듯한 모양의 종이 조각들이 흩어져 있습니다.
화면의 아래쪽에는 맨발이 보이고, 그 옆에는 맨다리 일부도 함께 보입니다.",00:03:08.145,00:03:11.315
shot_023,"기우는 어두운 실내에서 스마트폰을 들고 화면을 응시하고 있다. 그는 입술을 오므린 채 상체를 숙이고 스마트폰을 가까이 들여다보고 있다. 배경에는 물건들이 쌓인 선반과 벽에 걸린 액자, 그리고 천장의 형광등이 보인다. 전체적으로 생활감이 느껴지는 공간이며, 다소 어두운 분위기이다.",00:03:11.315,00:03:18.531
shot_024,"나무 바닥에 놓인 스마트폰 화면에 실내 영상이 재생되고 있습니다.
화면 속 기정은 분홍색 상의와 어두운 하의를 입고, 양손으로 무언가를 머리 위로 들고 서 있습니다.
기정 주변에는 여러 개의 상자들이 쌓여 있는 실내 공간이 보이며, 스마트폰 주변 바닥에는 연두색의 뾰족한 조각들이 흩어져 있습니다.
이미지 왼쪽 하단에는 사람의 손 일부가 흐릿하게 보입니다.",00:03:18.531,00:03:23.119
shot_025,"기우, 기택, 충숙, 기정 네 사람이 실내에서 바닥에 낮게 앉아 있다.
기우와 기택은 아래를 보고 있으며, 충숙과 기정은 위쪽을 향해 시선을 올리고 있다.
네 사람 모두 입을 살짝 벌리고 있다.
배경으로는 피자 상자들이 쌓여 있는 모습이 보인다.",00:03:23.119,00:03:27.957
shot_026,"낡은 창문 너머로 복잡한 골목길 풍경이 보인다. 창문 왼쪽에는 몇 켤레의 양말이 빨래처럼 걸려 있다. 골목 안에는 희뿌연 연기가 자욱하고, 모자를 쓴 한 남성이 장비를 들고 서 있다. 전선들이 복잡하게 얽혀 있으며, 건물 간판들이 거리의 모습을 이루고 있다.",00:03:27.957,00:03:30.835
shot_027,"네 명의 인물이 실내 공간에 함께 있으며, 왼쪽의 한 남성은 몸을 숙여 아래를 보고 있다. 중앙에 앉아 있는 기택은 고개를 위로 젖히고 입을 살짝 벌린 채 정면을 바라보고 있다. 그의 오른편 뒤에는 한 여성의 상반신이 보이며, 기정은 오른쪽에 앉아 측면으로 기택 쪽을 응시하고 있다. 배경으로는 어두운 조명 아래 쌓여 있는 물건들이 보인다.",00:03:30.835,00:03:34.255
shot_028,"창문 너머로 구름 낀 하늘이 보이는 어두운 실내 풍경입니다. 창문은 여러 개의 작은 유리창으로 나뉘어 있으며, 일부 유리창은 뿌옇거나 얼룩져 보입니다. 창문 왼쪽 상단에는 둥근 건조대에 여러 켤레의 양말이 걸려 있습니다. 창틀 아래 벽면은 어둡고 오래된 듯 보이며, 초록색 이끼 같은 것이 묻어 있습니다.",00:03:34.255,00:03:38.676
shot_029,"화면 왼쪽 중앙에 기택의 옆모습이 보이며, 그는 고개를 약간 숙이고 시선은 아래쪽을 향하고 있다. 그의 뒤편에는 두 인물이 흐릿하게 자리하고 있는데, 한 인물은 기택의 오른쪽 뒤에서 뒷모습을 보이고 있으며, 다른 한 인물은 왼쪽 뒤에서 희미하게 옆모습을 드러내고 있다. 전반적으로 어둡고 뿌연 안개 같은 분위기이며, 녹색을 띠는 회색 조명이 공간을 감싸고 있다.",00:03:38.676,00:04:00.698
shot_030,"이 이미지는 다소 좁고 어두운 실내 공간에 세 인물이 있는 장면을 보여줍니다.
중앙의 충숙은 눈을 감고 고개를 약간 숙인 채 서 있으며, 그 앞의 한 사람은 어두운 모자를 쓰고 피자 상자를 들고 있습니다.
오른쪽 배경에서는 기택이 부분적으로 가려진 채 앞을 바라보고 있습니다.
전반적으로 공간은 생활용품들로 채워져 있습니다.",00:04:00.698,00:04:10.916
shot_031,"다혜는 남색 모자와 주황색 상의를 입고 한 사람을 바라보고 있다. 그녀의 입은 살짝 벌어져 있으며, 시선은 화면 우측의 인물에게 향해 있다. 화면 우측의 인물은 뒷모습만 보이며, 열린 상자 같은 물건을 다혜에게 내밀고 있다. 배경에는 창문과 함께 여러 상자와 바구니가 쌓여 있다.",00:04:10.916,00:04:14.503
shot_032,"한 사람이 어두운색 모자를 쓰고 등을 보인 채 앞쪽을 향해 서 있으며, 그 맞은편에 충숙이 눈을 감은 채 서 있다. 충숙은 밝은색 옷 위에 어두운 겉옷을 입고 있으며, 양손으로 그림이 그려진 납작한 상자를 들고 있다. 충숙의 뒤편, 다소 어두운 복도에는 기택이 흐릿하게 서 있고, 더 안쪽에는 다른 한 사람이 보인다. 전체적으로 실내의 좁고 어두운 통로 공간이 화면에 담겨 있다.",00:04:14.503,00:04:18.257
shot_033,"한 여성이 어두운색 야구 모자와 주황색 카라 티셔츠를 입고 화면 중앙에 있다.
그녀는 눈을 감거나 아래를 바라보고 있으며, 입은 약간 벌어져 있다.
화면 오른쪽에는 다른 한 사람의 뒷모습이 흐릿하게 보이며, 이 여성과 마주 보고 있는 듯하다.
배경에는 창문과 함께 여러 상자와 바구니 등 다양한 물건들이 어지럽게 쌓여 있는 실내 공간이 나타난다.",00:04:18.257,00:04:20.551
shot_034,"어두운 모자를 쓴 한 사람이 뒤돌아 서서 피자 박스처럼 보이는 컬러풀한 상자를 들고 있다. 충숙은 왼쪽을 바라보며 옆모습을 보이고 있고, 그 뒤편에는 기택이 정면을 향해 서 있다. 배경에는 또 다른 한 사람이 어렴풋이 보이며, 물건들이 많은 좁은 실내 공간의 모습이다.",00:04:20.551,00:04:26.473
shot_035,"충숙이 정면을 바라보며 서 있고, 그 앞에 주황색 카라 티셔츠와 남색 모자를 착용한 한 여성이 충숙을 마주 보고 서 있다. 한 여성은 손에 길고 납작한 물체를 들고 있다. 화면 오른쪽에는 회색 상의를 입은 한 남성이 걸어가며 쌓여있는 여러 개의 피자 상자를 양손으로 들고 있다. 이들은 오래된 건물들과 에어컨 실외기, 전단지가 붙어 있는 골목길에 있으며, 전체적으로 햇볕이 드는 낮 시간으로 보인다.",00:04:26.473,00:04:37.943
shot_036,"주황색 폴로 셔츠와 어두운색 모자를 착용한 한 여성이 오른손에 길고 네모난 물체를 든 채 정면을 향해 서 있다. 그녀는 입을 살짝 벌리고 고개를 살짝 기울인 채 화면 왼쪽을 바라보고 있다. 뒤편에는 흰색 승합차의 뒷문이 열려 있고, 그 주변에는 물건들을 옮기는 듯한 두 남성이 보인다. 전체적인 배경은 낡은 건물들이 늘어선 좁은 골목길로, 왼쪽에는 '대명식당' 간판과 오른쪽에는 오토바이가 위치해 있다.",00:04:37.943,00:04:46.118
shot_037,"기택의 얼굴이 쇠창살과 찢어진 방충망이 있는 낡은 창문 너머로 보인다. 그는 눈을 감거나 아래를 향하고 있으며, 얼굴에는 주름이 뚜렷하게 보인다. 창문 유리는 뿌옇고 얼룩져 있으며, 안쪽으로는 흐릿하게 초록색 천이 걸려 있는 모습 등이 비친다. 창문 아래 지면에는 시멘트와 흙이 섞여 있고, 그 위로 몇몇 작은 풀들이 자라고 있다.",00:04:46.118,00:04:49.788
shot_038,"충숙이 카메라를 향해 정면을 바라보며 입을 다물고 살짝 미소 짓고 있습니다. 그녀는 옅은 민트색 상의 위에 검은색 시스루 반팔 셔츠를 겹쳐 입고 있습니다. 뒤편으로는 낡은 벽돌 건물과 타일로 마감된 주택들이 보이며, 벽에는 붉은색 파이프들이 지나가고 있습니다. 오른쪽 주택의 창문에는 초록색 철창이 있고, 80번지 표지판 아래 현관문 옆에는 작은 화분들이 놓여 있습니다.",00:04:49.788,00:04:52.833
shot_039,"사진은 건물들이 늘어선 야외 골목길에서 세 사람이 서 있는 모습을 담고 있다. 왼쪽의 기정은 팔짱을 낀 채 고개를 약간 들고 오른쪽을 응시하고 있다. 가운데의 한 여성은 검은 모자와 주황색 카라 티셔츠를 입고 왼쪽을 바라보고 있으며, 오른쪽의 한 남성은 고개를 숙이고 아래를 보고 있다. 배경에는 주황색 상의를 입은 또 다른 남성이 어렴풋이 보인다.",00:04:52.833,00:05:54.811
shot_040,"네 사람이 낡은 실내 탁자에 둘러앉아 있다. 기택은 입을 벌린 채 오른쪽을 바라보고 있으며, 충숙은 왼손으로 입 주변을 만지고 있다. 한 남성과 기정은 고개를 숙인 채 아래쪽을 응시하고 있다. 탁자 위에는 여러 개의 캔 음료가 놓여 있으며, 배경은 거친 질감의 벽으로 이루어져 있다.",00:05:54.811,00:06:06.990
shot_041,"창살이 있는 창문 너머로 어두운 골목길 풍경이 보인다.
한 남성이 옅은 분홍색 셔츠를 입고 허리를 숙여 아래쪽을 향하고 있다.
복잡하게 얽힌 전깃줄과 간판이 붙은 여러 건물들, 그리고 거리의 불빛들이 골목을 비추고 있다.
태극기가 걸려 있으며, 멀리 노란색 차량의 일부도 보인다.",00:06:06.990,00:06:11.995
shot_042,"네 명의 사람들이 실내 공간의 테이블에 둘러앉아 있다.
왼쪽의 기우는 옆을 향해 입을 벌리고 있으며, 중앙의 기택은 정면을 바라보며 초록색 캔을 들고 있다.
그 옆의 한 여성은 오른쪽을 응시하고 있고, 오른쪽 끝의 기정은 초록색 캔을 마시고 있다.
테이블 위에는 여러 개의 초록색 캔들이 놓여 있다.",00:06:11.995,00:06:16.457
shot_043,"창살이 있는 창문을 통해 외부 풍경이 보인다. 창문 바로 밖에는 한 남성이 등을 보인 채 서 있으며, 핑크색 셔츠와 녹색 바지를 입고 양손을 바지 주머니에 넣고 있다. 낡은 건물들이 늘어선 골목길 위로는 복잡하게 얽힌 전선들이 지나가고 있다. 어두운 배경 속에서 길가의 간판들과 멀리 주차된 노란색 차량이 보인다.",00:06:16.457,00:06:19.878
shot_044,"어두운 실내에서 여러 인물이 식탁에 둘러앉아 있는 장면이다. 기택은 왼편에서 캔 음료를 들고 왼쪽을 바라보고 있으며, 기정은 오른편에서 정면을 응시하고 있다. 그들 사이에는 얼굴을 숙인 한 여성과 뒷모습이 보이는 한 남성이 앉아 있다. 식탁 위에는 빈 캔, 과자 부스러기, 달걀 등이 어지럽게 놓여 있고, 뒤편으로는 주방 선반과 전자레인지가 보인다.",00:06:19.878,00:06:22.922
shot_045,"격자무늬 창문을 통해 어둑해진 거리의 풍경이 보입니다. 가로등과 상점 간판에서 주황색 불빛이 거리를 비추고 있으며, 복잡하게 얽힌 전선들이 하늘을 가로지르고 있습니다. '대명식당' 간판이 있는 건물과 여러 대의 오토바이, 태극기가 달린 스쿠터 한 대가 보이며, 멀리 노란색 트럭도 서 있습니다. 창문 프레임과 철창이 화면의 어두운 전경을 구성합니다.",00:06:22.922,00:06:30.054
shot_046,"좌측에는 강호의 얼굴 일부가 옆모습으로 보이며, 중앙의 기우는 고개를 들어 입을 살짝 벌린 채 위쪽을 올려다보고 있다. 기우의 왼쪽 뒤편으로는 한 사람의 얼굴 일부가 흐릿하게 보이고, 우측의 기정은 고개를 살짝 들고 우측 상단을 응시하고 있다. 기정의 앞에는 은색 캔 음료가 놓여 있으며, 인물들은 어두운 실내 공간에 함께 앉아 있는 모습이다. 전체적으로 조명이 부족하여 침침한 분위기를 풍긴다.",00:06:30.054,00:06:32.765
shot_047,"어두운 창살 너머로 저녁 골목 풍경이 보인다.
왼쪽 창문에는 기우가 은색 스쿠터 옆에 서서 피자 박스를 들고 있다.
중앙 창문으로는 한 남성의 뒷모습이 보이고, 복잡하게 얽힌 전선과 주황색 가로등 불빛이 골목을 비추고 있다.
건물들 사이로 보이는 골목은 전반적으로 어두운 가운데 가로등 불빛으로 일부가 밝혀져 있다.",00:06:32.765,00:06:40.148
shot_048,"기우는 어두운 회색 셔츠를 입고 화면 중앙에서 오른쪽 위를 바라보고 있다. 그의 입은 살짝 벌어져 있으며, 시선은 위쪽을 향하고 있다. 배경에는 나무색 수납장과 선반들이 흐릿하게 보이는 실내 공간이 펼쳐져 있다. 화면 오른쪽 아래에는 한 여성의 머리 부분이 일부 흐릿하게 보인다.",00:06:40.148,00:06:42.817
shot_049,"어두운 실내에서 격자무늬 창문 너머로 바깥 거리 풍경이 보입니다. 한 남성은 회색 재킷에 하얀 티셔츠를 입고 빨간색 상자를 들고 다른 남성을 마주 보고 있으며, 그 남성은 뒷모습을 보이고 있습니다. 그들 뒤로는 복잡하게 얽힌 전선들과 켜진 가로등 불빛이 가득한 건물과 가게들이 늘어선 거리가 펼쳐져 있습니다. 거리에는 오토바이와 노란색 트럭이 주차되어 있고, 멀리 몇몇 행인들이 지나다니는 모습도 보입니다.",00:06:42.817,00:06:47.864
shot_050,"실내 공간에서 네 사람이 함께 있다. 화면 왼쪽에는 한 남성이 서서 아래쪽을 보고 있으며, 중앙에는 기택이 테이블에 앉아 정면을 응시하고 있다. 테이블 위에는 음료수 캔 여러 개와 과자 봉지가 놓여 있다. 오른쪽에는 충숙과 기정이 테이블에 앉아 각각 다른 방향을 보고 있으며, 뒤편에는 주방으로 보이는 선반과 수납장이 보인다.",00:06:47.864,00:07:06.174
shot_051,"다섯 명의 사람들이 실내 공간에 모여 있다.
기택은 중앙에 서서 시선을 내리고 있으며, 충숙과 기정은 테이블에 앉아 카메라 방향으로 웃고 있다.
화면 왼쪽의 한 남성은 다른 사람들을 향해 몸을 틀고 있으며, 오른쪽의 한 남성 또한 왼쪽을 바라보고 있다.
테이블 위에는 음료 캔과 과자 봉지가 놓여 있고, 뒤쪽으로는 선반과 여러 물건들이 보인다.",00:07:06.174,00:07:22.940
shot_052,"어두운 실내에서 여러 인물들이 함께 있는 장면이 보인다.
오른쪽에 있는 한 남성은 금색 걸쇠가 달린 붉은색 나무 상자를 들고 있다.
상자 왼쪽 테이블 위에는 'ite'라는 글자와 코끼리 그림이 그려진 초록색 캔 음료가 놓여 있고, 그 옆으로 연두색 상의를 입은 한 인물의 손이 보인다.
상자 뒤편으로는 입을 벌리고 있는 또 다른 인물의 모습이 일부 담겨 있다.",00:07:22.940,00:07:31.115
shot_053,"어두운 나무 탁자 위에 뚜껑이 열린 나무 상자가 놓여 있습니다. 상자 안에는 크고 불규칙한 형태의 회녹색 돌과 매끄러운 짙은 적갈색의 구부러진 나무 물체가 담겨 있습니다. 상자의 안쪽 면에는 희미한 글씨가 쓰인 종이가 부착되어 있습니다. 상자 옆 탁자에는 빨간색 뚜껑이 있는 용기, 빵으로 보이는 둥근 물체가 든 비닐봉투, 그리고 작은 부스러기들이 함께 놓여 있습니다.",00:07:31.115,00:07:35.119
shot_054,기우가 카메라를 정면으로 응시하며 화면 중앙에 클로즈업되어 있다. 그는 짙은 녹색 또는 회색 계열의 셔츠를 입고 있다. 배경으로는 녹색 바탕에 노란색 문양이 반복되는 천장 타일이 보인다. 화면은 전반적으로 어둡고 차분한 분위기이다.,00:07:35.119,00:07:37.329
shot_055,"주방 또는 식사 공간으로 보이는 곳의 테이블 주위에 여러 사람들이 모여 있습니다. 기택은 테이블에 앉아 양손으로 커다란 돌처럼 보이는 물체를 내려다보고 있습니다. 기정은 기택과 물체를 바라보고 있으며, 그 옆에는 한 여성이 서 있습니다. 왼쪽에는 두 남성이 부분적으로 보이고, 뒤쪽 벽에는 수납장과 다양한 물건들이 보입니다.",00:07:37.329,00:07:45.004
shot_056,"화면 왼쪽에는 기우가 얼굴 측면이 클로즈업된 채 입을 살짝 벌리고 오른쪽을 바라보고 있다.
그 뒤편으로는 초점이 맞지 않아 흐릿하게 보이는 한 남성이 화면 중앙에서 오른쪽을 향하고 있다.
화면 오른쪽에는 거칠고 불규칙한 형태의 돌이 검은색 받침대 위에 놓여 있으며, 한 쌍의 손이 이를 감싸 쥐고 있다.
전체적으로 어두운 배경 속에서 인물들과 돌에 빛이 집중되어 있다.",00:07:45.004,00:08:02.188
shot_057,"사진에는 세 사람이 실내에 함께 있다. 왼쪽에 있는 기택은 위쪽을 향해 고개를 들고 시선을 고정하고 있다. 오른쪽에 있는 충숙은 옆을 바라보고 있으며, 가운데 한 사람은 뒤쪽으로 고개를 돌린 모습으로 일부가 보인다. 배경은 타일로 마감된 벽면으로 둘러싸여 있다.",00:08:02.188,00:08:12.865
shot_058,"어두워진 골목길을 비추는 가로등과 가게 불빛들이 보인다.
왼쪽에는 '우리 슈퍼' 간판이 보이고, 한 남성이 상점 입구 앞에서 몸을 숙이고 있다.
화려한 색깔의 파라솔 아래에는 다른 한 남성이 작은 테이블 옆에 서서 노상에서 소변을 보고 있다.
젖은 노면이 빛을 반사하며, 경사진 골목길 위로 건물과 차량들이 어렴풋이 보인다.",00:08:12.865,00:08:25.085
shot_059,"두 남성이 밤거리의 플라스틱 테이블에 마주 보고 앉아 있다. 기우는 초록색 술병으로 투명한 잔에 술을 따르고 있으며, 카메라를 등진 한 남성은 기우를 바라보고 있다. 테이블 위에는 술병 한 개와 여러 개의 잔이 놓여 있고, 뒤편으로는 불 켜진 상점들과 젖은 바닥이 보인다.",00:08:25.085,00:08:26.712
shot_060,"밤 시간, 야외 공간에서 두 남성이 테이블에 마주 보고 앉아 있다.
한 남성은 연한 갈색 재킷을 입고 있으며 오른손에 술잔을 들고 있다.
테이블 위에는 소주 병 두 개와 여러 가지 안주 접시들이 놓여 있다.
배경에는 '바나나(BANANAS)'라고 적힌 박스들과 흐릿한 불빛들이 보인다.",00:08:26.712,00:08:31.008
shot_061,"기우는 작은 유리잔을 입에 대고 마시고 있으며, 맞은편에 앉은 한 사람을 마주 보고 있다. 테이블 위에는 초록색 병 두 개와 붉은 컵 하나가 놓여 있다. 인물들은 어두운 밤거리에 있는 식당이나 주점으로 보이는 곳에 앉아 있다. 배경으로는 흐릿하게 보이는 간판과 불빛이 도시의 밤 풍경을 형성하고 있다.",00:08:31.008,00:08:37.181
shot_062,"두 남성이 야외 테이블에 마주 앉아 있다.
오른쪽 남성은 갈색 재킷 안에 흰색 티셔츠를 입고 고개를 왼쪽으로 돌려 입을 약간 벌리고 있다.
왼쪽 남성은 회색 셔츠를 입고 고개를 숙인 채 테이블을 향하고 있다.
테이블 위에는 초록색 병과 캔이 놓여 있으며, 배경에는 바나나 상자와 사과 상자가 쌓여 있고 희미한 거리 불빛이 보인다.",00:08:37.181,00:08:41.268
shot_063,"한 남성이 푸른색 탁자에 놓인 투명한 플라스틱 컵에 초록색 병의 액체를 따르고 있습니다. 그의 맞은편에는 다른 한 사람의 뒷모습과 어깨가 흐릿하게 보입니다. 탁자 위에는 또 다른 컵과 초록색 병이 놓여 있습니다. 배경에는 어두운 밤거리의 희미한 불빛들이 보이며, 전반적으로 밤의 풍경을 이루고 있습니다.",00:08:41.268,00:08:49.776
shot_064,"한 남성이 다른 남성을 향해 스마트폰 화면에 여성이 보이는 사진을 들고 있습니다. 스마트폰을 든 남성은 갈색 재킷을 입고 있으며 정면을 바라보고 있고, 왼쪽 남성은 고개를 숙인 채 옆모습을 보이고 있습니다. 이들은 야외 테이블 앞에 앉아 있으며, 테이블 위에는 초록색 소주병과 음식이 놓여 있습니다. 배경에는 어두운 골목과 함께 쌓여있는 박스들이 보입니다.",00:08:49.776,00:08:55.866
shot_065,"밤거리에 있는 듯한 장소에서 두 남성이 테이블에 앉아 있다. 테이블 위에는 초록색 병 두 개와 붉은색 컵이 놓여 있다. 기우는 고개를 살짝 숙인 채 한 남성이 손으로 내민 작은 물체를 자세히 보고 있다. 다른 한 남성은 화면 오른쪽에 등과 옆모습이 보이며, 기우를 향해 손에 든 물체를 내밀고 있다.",00:08:55.866,00:09:06.501
shot_066,"어두운 밤거리를 배경으로 두 남성이 마주 보고 있다. 오른쪽에 앉은 한 남성은 입을 살짝 벌리고 눈을 감거나 찡그린 채 상체를 약간 뒤로 젖히고 있다. 그는 흰색 상의 위에 베이지색 재킷을 입고 있으며, 왼쪽에 있는 다른 한 남성은 회색 상의를 입고 있다. 흐릿하게 보이는 배경에는 오토바이와 여러 물건들이 놓여 있으며, 주황색 빛이 공간을 비추고 있다.",00:09:06.501,00:09:14.134
shot_067,"어두운 실내에서 기우가 작은 투명한 잔을 들고 마시고 있다.
그의 시선은 아래를 향하고 있으며, 오른쪽 전면에는 다른 사람의 뒷모습이 보인다.
테이블 위에는 초록색 소주병과 다른 투명한 병이 놓여 있다.
배경에는 희미한 불빛들이 보인다.",00:09:14.134,00:09:26.605
shot_068,"한 남성이 입을 벌리고 눈을 크게 뜬 채 정면을 향해 있습니다. 그는 하얀 티셔츠 위에 밝은 갈색 재킷을 입고 있습니다. 그의 맞은편에는 한 사람의 뒷모습이 보이며, 배경에는 흐릿한 불빛과 오토바이로 보이는 물체가 있습니다. 전반적으로 어둡고 흐릿한 분위기입니다.",00:09:26.605,00:09:33.945
shot_069,"기우는 화면 중앙에서 입을 살짝 벌린 채 오른쪽을 응시하고 있으며, 짙은 회색 셔츠를 입고 있다. 그의 오른쪽에는 다른 인물의 뒷모습과 함께 '씨'라는 글자가 적힌 간판의 일부가 흐릿하게 보인다. 화면 왼쪽에는 탁자 위에 놓인 초록색 병 두 개가 보이며, 하나는 서 있고 다른 하나는 누워 있다. 전반적으로 어두운 실내 또는 야간 환경으로 보이며, 배경에는 흐릿한 주황색 조명들이 빛나고 있다.",00:09:33.945,00:09:39.993
shot_070,"한 남성이 어두운 배경 앞에서 카메라를 등지고 앉아있는 다른 사람을 바라보고 있다. 그는 짧은 검은 머리에 흰색 티셔츠와 옅은 갈색 재킷을 입고 있으며, 입이 살짝 벌어져 있다. 그의 뒤편으로는 희미한 주황색 불빛들과 흐릿하게 보이는 오토바이가 어두운 거리 풍경을 이루고 있다. 전체적으로 어두운 조명 아래에서 진행되는 밤 장면으로 보인다.",00:09:39.993,00:09:42.787
shot_071,"중앙의 기우는 밝게 웃으며 오른쪽을 바라보고 있다. 그는 회색 셔츠를 입고 있으며, 그의 오른쪽에는 다른 한 사람의 뒷모습이 보인다. 왼쪽 아래에는 녹색 병이 놓여 있고, 배경으로는 어두운 실내 공간에 흐릿한 불빛들이 보인다.",00:09:42.787,00:09:45.582
shot_072,"밤거리로 보이는 곳에서 두 사람이 마주 보고 있다. 화면 오른쪽에 있는 한 남성은 흰색 티셔츠 위에 밝은색 재킷을 입고 있으며, 입을 살짝 벌린 채로 화면 왼편의 사람을 응시하고 있다. 왼쪽에 흐릿하게 보이는 한 사람은 뒤통수와 어깨만 보인 채 오른편 남성을 향하고 있다. 배경에는 희미한 조명과 오토바이가 보인다.",00:09:45.582,00:09:47.209
shot_073,"어두운 실내 공간에서 기우가 화면 중앙에서 살짝 왼쪽으로 치우쳐 앉아있으며, 입을 약간 벌린 채 정면을 응시하고 있다. 그는 회색 셔츠를 입고 있으며, 그의 시선은 화면 오른쪽의 한 남성에게 향해 있는 듯하다. 화면 오른쪽에는 한 남성의 뒷모습과 함께 한글 '우'와 '쌀'이 쓰인 흰색 간판이 보인다. 왼쪽 하단에는 초록색 병이 놓여 있어 전반적으로 편안하고 비공식적인 분위기를 연출한다.",00:09:47.209,00:09:48.752
shot_074,"어두운 밤거리를 배경으로 한 남성이 화면 왼쪽을 향해 고개를 돌리고 있다.
그는 흰색 티셔츠 위에 베이지색 재킷을 입고 있으며, 입술은 살짝 벌어져 있다.
화면 왼쪽에는 흐릿하게 처리된 다른 한 사람의 어깨와 머리 부분이 보인다.
배경으로는 흐릿한 불빛들과 함께 스쿠터 한 대가 희미하게 자리하고 있다.",00:09:48.752,00:09:52.047
