shot_id,caption,start_time,end_time
shot_029,"전체적으로 어둡고 뿌연 분위기 속에서 여러 인물이 함께 있는 장면이다. 화면 왼쪽에는 한 남성이 옆모습으로 앉아 아래를 보고 있으며, 그 옆으로 한 여성이 희미하게 보인다. 화면 오른쪽에는 다른 한 인물의 등과 머리 일부가 흐릿하게 나타나 있다. 녹색빛이 도는 조명과 뿌옇게 가득 찬 연기 또는 안개로 인해 사물과 인물들의 윤곽이 선명하지 않다.",00:03:38.676,00:04:00.698
shot_030,"이미지 중앙에는 한 여성이 눈을 감거나 아래를 향한 채 피자 상자를 들고 서 있습니다. 화면 왼쪽에는 어두운색 모자를 쓴 한 인물의 뒷모습이 보입니다. 배경의 실내 공간에서는 한 남성이 희미하게 서 있으며, 복도 안쪽에도 다른 인물이 흐릿하게 보입니다. 전체적으로 다소 어두운 실내 환경이며, 오른쪽에는 여러 물건이 놓여 있습니다.",00:04:00.698,00:04:10.916
shot_031,"짙은 색 모자를 쓴 한 여성이 주황색 상의를 입고 다른 한 인물과 마주보고 있다.
그녀는 손에 초록색과 빨간색 무늬가 있는 열린 종이 상자를 들고 있다.
배경으로는 창문 옆으로 여러 개의 상자가 쌓여 있고, 그 위에 직조 바구니가 놓여 있다.
전반적으로 다양한 생활용품들이 보이는 실내 공간에서 두 인물이 서로를 향하고 있는 모습이다.",00:04:10.916,00:04:14.503
shot_032,"이미지 중앙에는 눈을 감고 있는 한 여성이 서 있으며, 양손으로 피자 박스로 보이는 물건을 들고 있습니다. 여성의 왼쪽 앞에는 파란색 모자를 쓴 한 인물의 뒷모습이 일부 보입니다. 여성의 뒤쪽으로는 어두운 실내 복도에 여러 인물이 서 있거나 움직이고 있으며, 그중 한 남성이 비교적 선명하게 보입니다.",00:04:14.503,00:04:18.257
shot_033,"화면 오른쪽 앞쪽에 한 인물의 등과 뒷모습이 흐릿하게 보이며, 그 맞은편에 한 젊은 여성이 앉아 있는 모습이다.
이 여성은 남색 야구 모자와 주황색 카라 티셔츠를 착용하고 있으며, 눈을 감거나 아래를 바라보고 있다.
두 인물 뒤편으로는 여러 개의 상자와 바구니를 포함한 다양한 생활용품들이 쌓여 있는 실내 공간이 펼쳐져 있다.
왼쪽 상단에는 격자무늬 창문이 부분적으로 보인다.",00:04:18.257,00:04:20.551
shot_034,"전면에 모자를 쓴 인물의 뒷모습이 보이며, 그 옆에 서 있는 한 여성은 피자 상자를 들고 있다.
여성은 오른쪽을 바라보고 있으며, 그 뒤편으로는 한 남성이 정면을 응시하고 있다.
남성 뒤편의 실내 공간에는 선반과 여러 물건들이 놓여 있고, 또 다른 한 인물이 흐릿하게 보인다.
이 장면은 여러 인물이 함께 있는 실내 환경을 보여준다.",00:04:20.551,00:04:26.473
shot_035,"건물 앞에서 두 여성이 서 있고, 한 남성이 여러 개의 상자를 들고 지나가고 있다.
한 여성은 다른 한 여성을 바라보며 서 있고, 주황색 상의와 모자를 쓴 다른 한 여성은 옆을 보고 있다.
남성은 회색 긴팔 상의를 입고 양손으로 여러 겹의 상자를 들고 있으며, 움직이는 듯 흐릿하게 보인다.
배경에는 오래된 타일 외벽의 건물들과 에어컨 실외기, 그리고 벽에 붙은 여러 부착물들이 보인다.",00:04:26.473,00:04:37.943
shot_036,"한 여성이 주황색 상의와 남색 모자를 착용한 채 양손으로 직사각형의 물건을 들고 있다.
그녀의 뒤편으로는 짐칸이 열린 흰색 승합차가 서 있고, 그 주변에서 두 남성이 작업하는 모습이 보인다.
골목길 양쪽에는 오래된 건물과 상점들이 늘어서 있으며, 한쪽에는 오토바이가 주차되어 있다.
전체적으로 햇빛이 비치는 낮 시간의 도시 골목 풍경이다.",00:04:37.943,00:04:46.118
shot_037,"금속 격자와 방충망이 설치된 창문 안쪽으로 눈을 감고 있는 한 인물의 얼굴이 보입니다.
창문은 갈색 틀로 이루어져 있으며, 방충망 일부는 찢어져 있고 거미줄도 얽혀 있습니다.
창문 유리에는 외부 풍경이 반사되어 비치며, 오른쪽 안으로는 녹색 천이 보입니다.
창문 아래 콘크리트 바닥과 가장자리에는 풀과 작은 식물들이 자라고 있습니다.",00:04:46.118,00:04:49.788
shot_038,"한 여성이 화면 중앙에 위치하여 정면을 향하고 있다.
그녀는 연두색 상의와 그 위에 검은색 얇은 겉옷을 입고 있다.
여성의 뒤로는 주택가 골목으로 보이는 좁은 공간이 펼쳐져 있으며, 양쪽으로 건물들이 자리한다.
왼편에는 붉은색 파이프들이 설치된 벽돌 건물이, 오른편에는 창문에 격자무늬 철창이 있는 타일 외벽 건물이 보인다.",00:04:49.788,00:04:52.833
shot_039,"이미지 중앙에는 어두운색 모자와 주황색 폴로 셔츠를 착용한 한 여성이 서 있으며, 시선을 우측으로 향하고 있다. 그 좌측에는 푸른색 긴팔 티셔츠를 입은 또 다른 여성이 서 있고, 우측에는 회색 셔츠를 입고 고개를 숙인 한 남성이 있다. 배경은 건물들이 밀집한 골목길의 모습으로, 흰색 승합차와 차량 주변에 여러 사람이 보인다. 전체적으로 낮 시간의 야외 풍경을 담고 있다.",00:04:52.833,00:05:54.811
shot_040,"실내에서 네 사람이 테이블 주변에 앉아 있는 모습입니다.
중앙에 앉은 한 남성은 오른쪽을 바라보고 있으며, 그의 양옆에는 각각 한 남성과 두 여성이 자리하고 있습니다.
한 여성은 무언가를 입으로 가져가고 있고, 테이블 위에는 두 개의 캔이 놓여 있습니다.
배경은 어두운 색조의 벽으로, 오른쪽에는 타일과 전기 콘센트가 보입니다.",00:05:54.811,00:06:06.990
shot_041,"어두운 실내에서 창문 너머로 바깥 풍경을 바라보는 장면입니다.
격자무늬 창살을 통해 어스름한 저녁이나 밤의 거리가 보이며, 전선들이 복잡하게 얽혀 있는 건물들이 양쪽에 늘어서 있습니다.
창문 중앙에는 허리를 굽혀 아래를 내려다보는 한 남성이 서 있고, 그 뒤로 노란색 차량의 일부가 보입니다.
여러 간판과 가로등 불빛이 거리를 밝히고 있으며, 길거리에는 다양한 물건들이 놓여 있습니다.",00:06:06.990,00:06:11.995
shot_042,"네 명의 인물이 실내에 앉아 있는 모습이 보인다.
이들은 각자 초록색 캔을 들고 있거나 테이블 위에 놓여 있다.
한 남성은 위를 올려다보고 있고, 다른 한 여성은 캔을 마시고 있다.
뒤편으로는 벽면과 전기 콘센트가 보인다.",00:06:11.995,00:06:16.457
shot_043,"이 이미지는 격자무늬 창문을 통해 외부 풍경을 보여줍니다.
창문 중앙에는 분홍색 셔츠와 어두운 바지를 입고 손을 주머니에 넣은 한 남성이 서 있습니다.
남성 뒤로는 전선이 복잡하게 얽혀 있는 거리 풍경과 여러 건물이 보입니다.
거리에는 한글 간판들과 멀리 노란색 차량 한 대가 보이며, 전반적으로 어두운 조명 아래의 풍경입니다.",00:06:16.457,00:06:19.878
shot_044,"여러 인물이 실내의 테이블에 둘러앉아 있습니다.
왼쪽에 앉은 한 남성은 캔을 들고 정면을 바라보고 있으며, 그 옆에는 캔을 든 다른 한 인물이 부분적으로 보입니다.
오른쪽에 앉은 한 여성도 캔을 들고 입을 벌린 채 정면을 응시하고 있고, 다른 한 인물은 뒷모습이 보입니다.
테이블 위에는 캔 여러 개와 과자 봉지, 계란 등 다양한 물건들이 놓여 있으며, 배경으로는 선반과 가전제품들이 보입니다.",00:06:19.878,00:06:22.922
shot_045,"창살이 있는 창문 너머로 어두운 골목길 풍경이 펼쳐져 있습니다. 골목 양쪽에는 건물들이 늘어서 있고, 가로등 불빛이 길을 밝히며 복잡한 전선들이 하늘을 가로지릅니다. 거리에는 여러 대의 오토바이와 트럭 한 대가 보이며, 일부 오토바이에는 태극기가 달려 있습니다. 멀리 배경으로는 희미하게 산의 실루엣이 보입니다.",00:06:22.922,00:06:30.054
shot_046,"어두운 실내에서 여러 인물이 모여 앉아 있는 모습이 보인다.
이미지 중앙에는 어두운 색 셔츠를 입은 한 남성이 위쪽을 올려다보며 입을 약간 벌리고 있다.
그의 왼쪽으로는 다른 한 남성과 연두색 상의를 입은 한 여성의 모습이 흐릿하게 보인다.
오른쪽에는 긴 머리의 한 여성이 옆을 응시하고 있으며, 그 앞에는 캔으로 보이는 물체가 놓여 있다.",00:06:30.054,00:06:32.765
shot_047,"이 이미지는 창살이 있는 창문을 통해 외부 풍경을 담고 있습니다. 창문 너머로는 전선이 복잡하게 얽힌 골목길과 상점들이 보이며, 거리에는 가로등 불빛이 켜져 있습니다. 왼쪽 창문으로는 한 남성이 스쿠터 옆에 서서 납작한 사각형 물체를 들고 있는 모습이 보입니다. 가운데 창문에는 등을 보인 한 인물의 뒷모습이 서 있으며, 주변 건물들에는 다양한 간판들이 걸려 있습니다.",00:06:32.765,00:06:40.148
shot_048,"화면 중앙에는 한 남성이 약간 오른쪽 위를 응시하며 서 있다. 그는 어두운 회색 셔츠를 입고 있으며 입이 살짝 벌어져 있다. 배경은 어둡고 흐릿한 실내 공간으로, 왼쪽에 수납장 같은 가구가 보이며 오른쪽에는 벽에 걸린 물체들이 희미하게 자리하고 있다. 화면의 양쪽 하단에는 다른 인물들의 일부가 조금씩 보이며, 전체적으로 어두운 조명 아래 차분한 분위기이다.",00:06:40.148,00:06:42.817
shot_049,"이미지는 격자무늬 창문 너머로 보이는 거리 풍경을 담고 있습니다. 창문 가까이에는 두 명의 남성 인물이 서 있으며, 한 인물은 붉은색 가방을 들고 정면을 바라보고 있고 다른 인물은 등을 보이고 있습니다. 거리에는 전선과 간판들이 복잡하게 얽혀 있으며, 몇몇 가로등이 켜져 주변을 비추고 있습니다. 배경에는 건물들과 오토바이, 그리고 더 멀리 다른 인물들이 보이며 전체적으로 어두운 시간대의 분위기를 보여줍니다.",00:06:42.817,00:06:47.864
shot_050,"실내 공간에서 네 명의 인물이 함께 있는 모습이다.
한 남성이 서서 다른 남성을 바라보고 있고, 그 남성과 두 여성이 탁자에 둘러앉아 있다.
탁자 위에는 여러 개의 캔 음료와 간식 봉투가 놓여 있으며, 앉아 있는 남성은 시선을 위로 향하고 있다.
배경에는 타일 벽과 선반, 상부장, 환풍기 등이 보이는 주방 또는 식사 공간으로 보인다.",00:06:47.864,00:07:06.174
shot_051,"실내 공간에 여러 명의 인물이 함께 있다.
화면 왼쪽에는 한 남성이 무언가를 들고 서 있고, 그 옆으로 또 다른 한 남성이 보인다.
중앙에는 두 여성이 탁자에 앉아 있으며, 탁자 위에는 캔 음료와 과자 봉지가 놓여 있다.
오른쪽에는 한 남성이 다른 인물들을 바라보고 있고, 배경에는 냉장고와 여러 살림살이가 보인다.",00:07:06.174,00:07:22.940
shot_052,"어두운 실내 배경으로 여러 인물과 물건들이 보인다.
화면 중앙 하단에는 짙은 녹색 캔이 탁자 위에 놓여 있으며, 그 옆으로 한 인물의 손이 보인다.
오른쪽에는 금색 잠금장치가 달린 붉은색 상자를 한 인물이 잡고 있는 모습이다.
왼쪽으로는 연두색 상의를 입은 다른 인물의 상반신이 보이고, 상자 뒤편으로는 또 다른 인물의 얼굴 일부가 어렴풋이 나타난다.",00:07:22.940,00:07:31.115
shot_053,어두운 나무 탁자 위에 뚜껑이 열린 나무 상자가 놓여 있습니다. 상자 안에는 거친 질감의 불규칙한 모양의 돌과 매끄러운 어두운색 물체가 나란히 들어있습니다. 상자 내벽은 글씨가 인쇄된 종이로 감싸져 있습니다. 상자 주변에는 붉은색 용기와 흰색 포장지 같은 여러 물건들이 놓여 있습니다.,00:07:31.115,00:07:35.119
shot_054,"어두운 실내에서 한 젊은 남성이 위쪽에서 아래를 내려다보고 있다. 남성은 어두운 녹색 계열의 셔츠를 입고 있으며, 그의 시선은 정면을 향하고 있다. 배경으로는 초록색 사각형 안에 원형 무늬가 반복되는 천장이 보인다. 화면 오른쪽에는 흰색과 검은색으로 된 기둥의 일부가 나타나 있다.",00:07:35.119,00:07:37.329
shot_055,"실내 공간에서 여러 인물이 한자리에 모여있다.
화면 왼쪽의 두 인물이 한 남성에게 커다란 돌 조형물을 건네고 있으며, 남성은 이를 양손으로 들고 아래를 보고 있다.
화면 오른쪽에는 두 여성이 남성과 돌 조형물 쪽을 바라보고 있다.
이들이 모인 배경으로는 주방 상부장과 선반, 타일 벽 등이 보인다.",00:07:37.329,00:07:45.004
shot_056,"어두운 실내에서 두 명의 남성과 한 사물이 보이는 장면이다.
왼쪽 전경에는 한 남성이 옆모습으로 서서 입을 살짝 벌리고 있으며, 오른쪽에는 한 인물이 검은 받침대 위에 놓인 크고 거친 질감의 돌을 양손으로 들고 있다.
중앙 배경에는 초점이 맞지 않은 또 다른 남성이 서 있으며, 어두운 상의를 입고 있다.
전체적으로 희미한 조명 아래 촬영된 모습이며, 배경에는 흐릿한 광원이 보인다.",00:07:45.004,00:08:02.188
shot_057,"이미지에는 세 인물이 함께 있는 모습이 담겨 있다.
좌측의 한 남성은 위쪽을 올려다보고 있으며, 짙은 색 셔츠를 입고 있다.
중앙의 한 인물은 뒷모습에 가깝게 흐릿하게 보이며, 손을 턱 부근에 대고 있는 듯하다.
우측의 한 여성은 왼쪽을 바라보고 있고, 그 뒤로는 하얀색 타일로 된 벽면이 보인다.",00:08:02.188,00:08:12.865
shot_058,"어둑한 저녁 시간, 비가 온 듯 촉촉한 골목길의 풍경이 보인다. 왼쪽에는 밝게 불이 켜진 상점 앞에 한 남성이 무언가를 정리하는 듯한 모습으로 서 있으며, 그 주변에는 과일 상자들이 놓여 있다. 골목 중앙에는 화려한 색깔의 파라솔 아래 작은 테이블과 의자가 있고, 그 옆 오토바이 근처에 다른 한 남성이 서 있다. 좁은 골목길은 저 멀리까지 이어지며 가로등 불빛이 바닥에 반사되어 빛나고, 건물들 사이로 복잡한 전선들이 얽혀 있다.",00:08:12.865,00:08:25.085
shot_059,"한 남성이 어두운 배경 앞에서 테이블에 앉아 녹색 병에 담긴 액체를 작은 투명 컵에 따르고 있습니다.
그는 회색 셔츠를 입고 있으며, 시선은 화면 우측에 흐릿하게 보이는 다른 인물을 향하고 있습니다.
테이블 위에는 또 다른 녹색 병과 몇 개의 투명한 컵이 놓여 있습니다.
배경에는 빛나는 간판과 건물들이 흐릿하게 보여 밤 시간대의 야외 공간으로 보입니다.",00:08:25.085,00:08:26.712
shot_060,"두 명의 남성이 어두운 야외 공간에서 테이블을 사이에 두고 마주 보고 앉아 있다.
한 남성은 화면 오른쪽에 위치하며 작은 잔을 들고 다른 남성을 향해 보고 있다.
테이블 위에는 몇 개의 작은 접시들과 초록색 병 두 개, 그리고 캔 하나가 놓여 있다.
배경으로는 어두운 밤거리와 희미하게 빛나는 조명, 그리고 여러 개의 상자들이 보인다.",00:08:26.712,00:08:31.008
shot_061,야외 테이블에 앉아 있는 한 남성이 작은 유리잔을 들고 무언가를 마시고 있다. 그의 맞은편에는 다른 한 인물의 뒷모습이 흐릿하게 보인다. 테이블 위에는 초록색 병 두 개와 붉은색 컵이 놓여 있다. 배경으로는 밤 풍경 속 거리의 다양한 불빛들이 어렴풋이 보인다.,00:08:31.008,00:08:37.181
shot_062,"어두운 야외 공간에서 두 남성이 테이블에 마주 보고 앉아 있다. 전경에 있는 한 남성은 고개를 숙이고 있으며, 그 맞은편의 다른 남성은 흰색 티셔츠 위에 갈색 재킷을 입고 있다. 테이블 위에는 음식이 담긴 접시, 초록색 병 두 개, 그리고 캔이 놓여 있다. 배경에는 불빛이 흐릿한 거리 풍경과 쌓여 있는 여러 박스들이 보인다.",00:08:37.181,00:08:41.268
shot_063,"밤의 거리에서 두 인물이 테이블에 앉아 있습니다.
한 남성이 초록색 병을 들고 작은 투명 컵에 무언가를 따르고 있으며, 그의 앞에는 파란색 테이블이 놓여 있습니다.
다른 인물의 뒷모습과 어깨가 화면 오른쪽 전경에 흐릿하게 보입니다.
주변 배경으로는 어두운 상점들과 간판 불빛이 어스름하게 비치고 있습니다.",00:08:41.268,00:08:49.776
shot_064,"어두운 야외 공간에서 두 인물이 탁자에 앉아 있다. 한 인물은 카메라를 향해 스마트폰을 들고 있으며, 화면에는 다른 사람의 얼굴이 나타나 있다. 다른 인물은 전면에 가까이 위치하여 카메라 반대 방향을 향하고 있다. 탁자 위에는 술병과 먹을거리가 놓여 있고, 배경으로는 여러 불빛과 오토바이, 그리고 쌓여 있는 상자들이 보인다.",00:08:49.776,00:08:55.866
shot_065,"어두운 밤거리에서 두 인물이 야외 테이블에 마주 보고 앉아 있는 장면입니다.
한 남성이 테이블 위에 놓인 초록색 병들과 컵 앞에서 무언가를 보고 있으며, 손에 든 작은 물체를 다른 인물에게 내밀고 있습니다.
이 남성은 입을 약간 벌린 채 정면을 응시하고 있으며, 오른쪽에는 다른 인물의 뒷모습이 흐릿하게 보입니다.
배경으로는 불빛이 빛나는 상점 간판들이 희미하게 보이며, 바닥은 젖어 있는 듯합니다.",00:08:55.866,00:09:06.501
shot_066,"어두운 밤, 한 남성이 화면 오른쪽에 앉아 연갈색 재킷을 입고 입을 벌린 채 눈을 감고 있습니다. 그를 마주 보는 다른 남성은 화면 왼쪽에 등만 보이며 회색 상의를 입고 있습니다. 인물들 뒤로는 불빛이 흐릿한 야간 도시 배경과 오토바이의 일부가 보입니다. 전체적으로 어두운 환경에서 인물들에게 빛이 비추고 있습니다.",00:09:06.501,00:09:14.134
shot_067,"한 남성이 작은 투명한 잔을 들고 마시려는 듯한 모습이다. 남성의 시선은 화면 우측에 등 부분이 보이는 다른 인물을 향하고 있다. 테이블 위에는 녹색 병이 놓여 있으며, 전체적으로 어두운 실내 공간이다. 배경에는 흐릿한 불빛과 사물들이 보인다.",00:09:14.134,00:09:26.605
shot_068,"이미지 오른편에 한 남성이 화면 왼쪽을 향해 위치하고 있다. 남성은 밝은색 재킷을 입고 있으며, 입을 벌린 채 얼굴에 특정 표정을 짓고 있다. 화면 왼쪽 전면에는 다른 한 인물의 뒷모습 일부가 흐릿하게 나타나 있다. 배경은 전반적으로 어둡고 흐릿하며, 오토바이 한 대와 여러 개의 불빛이 희미하게 보인다.",00:09:26.605,00:09:33.945
shot_069,"한 남성이 회색 셔츠를 입고 정면에서 비스듬히 앉아 있으며, 시선은 화면 오른쪽을 향하고 있다. 그가 앉은 테이블 위에는 두 개의 녹색 병이 놓여 있다. 화면 오른쪽에는 다른 한 인물의 등과 어깨 일부가 보이며, 그 옆에는 부분적으로 글자가 쓰여 있는 흰색 간판이 서 있다. 전반적으로 어둡고 흐릿한 배경으로 보아 실내 또는 야간의 상황을 묘사하는 듯하며, 배경에 희미한 빛들이 보인다.",00:09:33.945,00:09:39.993
shot_070,"한 남성이 화면 오른쪽에 위치하며, 왼쪽을 향해 시선을 두고 있습니다.
그는 밝은색 상의 위에 연한 갈색 재킷을 입고 있으며, 왼쪽 상단에는 다른 한 인물의 일부가 흐릿하게 보입니다.
남성 뒤편으로는 어두운 배경 속에서 스쿠터 한 대와 여러 불빛이 흐릿하게 보입니다.
전체적으로 어두운 장면 속에서 남성의 얼굴은 비교적 밝게 조명되어 있습니다.",00:09:39.993,00:09:42.787
shot_071,"중앙에 위치한 한 남성이 환하게 웃으며 오른쪽을 향해 고개를 돌리고 있다.
그는 회색 셔츠를 입고 있으며, 왼쪽 아래 테이블에는 녹색 병들이 놓여 있다.
오른쪽 전경에는 한 인물의 뒷모습과 한글이 적힌 흰색 간판 일부가 보인다.
전반적으로 어두운 조명 아래 실내 또는 야간의 외부 공간으로 보이는 배경에는 흐릿한 불빛들이 있다.",00:09:42.787,00:09:45.582
shot_072,"화면 중앙에는 한 남성이 다른 한 인물과 마주 보고 있다.
이 남성은 베이지색 재킷 안에 흰색 티셔츠를 입고 있으며, 입이 살짝 벌어져 있다.
화면 왼쪽 전경에는 흐릿하게 처리된 한 인물의 뒷모습이 보인다.
배경은 어두운 밤거리처럼 보이며, 뒤편으로는 오토바이 또는 스쿠터가 흐릿하게 서 있고 여러 불빛들이 빛나고 있다.",00:09:45.582,00:09:47.209
shot_073,"어두운 공간에서 두 인물이 서로를 마주 보고 있는 모습이다.
화면 왼쪽에 위치한 한 남성은 짧은 머리에 회색 셔츠를 입고 입을 살짝 벌린 채 다른 인물을 바라보고 있다.
오른쪽에는 다른 한 인물의 뒷모습이 흐릿하게 보이며, 그 뒤편으로는 밝은 색의 직사각형 표지판이 서 있다.
전경 테이블 위에는 녹색 병들이 놓여 있다.",00:09:47.209,00:09:48.752
