shot_id,caption,stt_text,audio_tags,start_time,end_time
shot_022,"나무 바닥에 여러 피자 상자가 놓여 있으며, 한 손이 그중 한 상자의 뚜껑을 접고 있습니다.
상자 주변에는 이미 접힌 듯한 모양의 종이 조각들이 흩어져 있습니다.
화면의 아래쪽에는 맨발이 보이고, 그 옆에는 맨다리 일부도 함께 보입니다.","잡힌다! 진짜? 잡혔어? 어! 잡히지? 이거! 커피나라 2G! 이 근처에 카페 새로 생긴 건가? 뭐야, 왜 나 안 잡히지? 일로 바싹 올라와봐! 얘들아! 되는 거야? 어, 돼! 자, 그러면은 카톡 한번 확인해봐! 피자시대! 연락 준다 그랬거든! 어, 잠깐만 어, 여깄네! 피자시대! 와우! 아, 이것 좀 한번 보세요, 너! 우리도 이 속도로 하면 오늘 중에 이거 확인할 수 있을 것 같은데? 오늘 돈 다 받는 거죠? 서서 하는구나! 아우, 얘는 달인이고, 뭔 돈!","Animal, Patter",00:03:08.145,00:03:11.315
shot_023,"기우는 어두운 실내에서 스마트폰을 들고 화면을 응시하고 있다. 그는 입술을 오므린 채 상체를 숙이고 스마트폰을 가까이 들여다보고 있다. 배경에는 물건들이 쌓인 선반과 벽에 걸린 액자, 그리고 천장의 형광등이 보인다. 전체적으로 생활감이 느껴지는 공간이며, 다소 어두운 분위기이다.",어 잠깐만 어 여기있네 피자시대 아 이것 좀 한번 보세요 우리도 이 속도로 하면 오늘 중에 이거 파견할 수 있을 것 같은데 오늘 돈 다 받는거죠 서서 하는구나 아우 얘는 달인이구만 뭐야 소떡해? 어,"Speech, Animal",00:03:11.315,00:03:18.531
shot_024,"나무 바닥에 놓인 스마트폰 화면에 실내 영상이 재생되고 있습니다.
화면 속 기정은 분홍색 상의와 어두운 하의를 입고, 양손으로 무언가를 머리 위로 들고 서 있습니다.
기정 주변에는 여러 개의 상자들이 쌓여 있는 실내 공간이 보이며, 스마트폰 주변 바닥에는 연두색의 뾰족한 조각들이 흩어져 있습니다.
이미지 왼쪽 하단에는 사람의 손 일부가 흐릿하게 보입니다.",. . . . . . . . . . . . . .,"Speech, Animal",00:03:18.531,00:03:23.119
shot_025,"기우, 기택, 충숙, 기정 네 사람이 실내에서 바닥에 낮게 앉아 있다.
기우와 기택은 아래를 보고 있으며, 충숙과 기정은 위쪽을 향해 시선을 올리고 있다.
네 사람 모두 입을 살짝 벌리고 있다.
배경으로는 피자 상자들이 쌓여 있는 모습이 보인다.","와, 이것 좀 한번 보세요. 우리도 이 속도로 하면 오늘 중에 이거 타겟 할 수 있을 것 같은데. 오늘 돈 다 받는 거죠? 서서 하는구나. 얘는 달인이구만. 뭐야? 소독해? 요즘도 저런 걸 하네. 그러게요. 성문 닫아. 놔둬봐. 공짜로 집안에 소독도 하고.","Speech, Animal",00:03:23.119,00:03:27.957
shot_026,"낡은 창문 너머로 복잡한 골목길 풍경이 보인다. 창문 왼쪽에는 몇 켤레의 양말이 빨래처럼 걸려 있다. 골목 안에는 희뿌연 연기가 자욱하고, 모자를 쓴 한 남성이 장비를 들고 서 있다. 전선들이 복잡하게 얽혀 있으며, 건물 간판들이 거리의 모습을 이루고 있다.",오늘 돈 받는 거죠? 있어서 하는구나. 얘는 달인이고만. 뭐야? 소독해? 요즘도 저런 걸 하네. 그러게요. 창문 닫아. 나도 봐. 공짜로 집안에 소독도 하고 곱등도 없애고. 그래 그래. 요새 곱등이 너무 많아.,"Speech, Music",00:03:27.957,00:03:30.835
shot_027,"네 명의 인물이 실내 공간에 함께 있으며, 왼쪽의 한 남성은 몸을 숙여 아래를 보고 있다. 중앙에 앉아 있는 기택은 고개를 위로 젖히고 입을 살짝 벌린 채 정면을 바라보고 있다. 그의 오른편 뒤에는 한 여성의 상반신이 보이며, 기정은 오른쪽에 앉아 측면으로 기택 쪽을 응시하고 있다. 배경으로는 어두운 조명 아래 쌓여 있는 물건들이 보인다.","뭐야. 소독해? 어, 요즘도 저런 걸 하네. 그러게요. 창문 닫아. 나도 봐. 공짜로 집안에 소독도 하고, 곱등도 없애고. 그래 그래. 요새 곱등이 너무 많아. 으흐! 어우 냄새! 으으! 아우! 아우! 내가 아까 닫으라 그랬지! 닫을까요? 으음! 으음! 아, 아이씨. 으으! 으으! 아우! 으으! 으으! 으으! 으으!","Speech, Conversation",00:03:30.835,00:03:34.255
shot_028,"창문 너머로 구름 낀 하늘이 보이는 어두운 실내 풍경입니다. 창문은 여러 개의 작은 유리창으로 나뉘어 있으며, 일부 유리창은 뿌옇거나 얼룩져 보입니다. 창문 왼쪽 상단에는 둥근 건조대에 여러 켤레의 양말이 걸려 있습니다. 창틀 아래 벽면은 어둡고 오래된 듯 보이며, 초록색 이끼 같은 것이 묻어 있습니다.",요즘도 저런 걸 하네? 그러게요 창문 닫아 나도 봐 공짜로 집안에 소독도 하고 곱등도 없애고 그래 그래 요새 곱등이 너무 많아 내가 아까 닫으라고 그랬지? 닫을까요? 구체적으로 뭐가 문제예요? 아니 예를 들면 여기 한번 봐요 라인이 아주 드럽게 접혔죠? 이거 왜 접혀있는 건데?,"Speech, Music",00:03:34.255,00:03:38.676
shot_029,"화면 왼쪽 중앙에 기택의 옆모습이 보이며, 그는 고개를 약간 숙이고 시선은 아래쪽을 향하고 있다. 그의 뒤편에는 두 인물이 흐릿하게 자리하고 있는데, 한 인물은 기택의 오른쪽 뒤에서 뒷모습을 보이고 있으며, 다른 한 인물은 왼쪽 뒤에서 희미하게 옆모습을 드러내고 있다. 전반적으로 어둡고 뿌연 안개 같은 분위기이며, 녹색을 띠는 회색 조명이 공간을 감싸고 있다.","창문 닫아. 나도 봐. 공짜로 집안에 소독도 하고, 곱등도 없애고. 그래, 그래. 요새 곱등이 너무 많아. 어우, 냄새. 내가 아까 닫으라고 그랬지? 닫을까요? 닫을까요? 구체적으로 뭐가 문제예요? 아니, 예를 들면 여기 한번 봐요. 라인이 아주 더럽게 접혔죠? 이거 왜 접혀 있는 건데? 이거 왜 튀어나와요? 그럼 접다 만 거잖아요, 지금.","Speech, Music",00:03:38.676,00:04:00.698
shot_030,"이 이미지는 다소 좁고 어두운 실내 공간에 세 인물이 있는 장면을 보여줍니다.
중앙의 충숙은 눈을 감고 고개를 약간 숙인 채 서 있으며, 그 앞의 한 사람은 어두운 모자를 쓰고 피자 상자를 들고 있습니다.
오른쪽 배경에서는 기택이 부분적으로 가려진 채 앞을 바라보고 있습니다.
전반적으로 공간은 생활용품들로 채워져 있습니다.",곱등도 없애고 그래 그래 요새 곱등이 너무 많아 내가 아까 닫으라고 그랬지? 닫을까요? 구체적으로 뭐가 문제예요? 아니 예를 들면 여기 한번 봐요 라인이 아주 더럽게 접혔죠? 이거 왜 접혀있는 건데? 왜 튀어나와요? 접다 만 거잖아요 지금 아까 정체 다 보니까,"Speech, Conversation",00:04:00.698,00:04:10.916
shot_031,"다혜는 남색 모자와 주황색 상의를 입고 한 사람을 바라보고 있다. 그녀의 입은 살짝 벌어져 있으며, 시선은 화면 우측의 인물에게 향해 있다. 화면 우측의 인물은 뒷모습만 보이며, 열린 상자 같은 물건을 다혜에게 내밀고 있다. 배경에는 창문과 함께 여러 상자와 바구니가 쌓여 있다.","아, 내가 먼저 닫으라고 그랬지? 닫을까요? 아, 진짜. 구체적으로 뭐가 문제예요? 아니, 예를 들면 여기 한번 봐요. 라인이 아주 더럽게 접혔죠? 이거 왜, 이거 왜 접혀 있는 건데? 왜 튀어나와요? 접다 만 거잖아요, 지금. 아까 정체 다 보니까 박스 4개 한 개꼴로 이런 상태야.","Speech, Bow-wow",00:04:10.916,00:04:14.503
shot_032,"한 사람이 어두운색 모자를 쓰고 등을 보인 채 앞쪽을 향해 서 있으며, 그 맞은편에 충숙이 눈을 감은 채 서 있다. 충숙은 밝은색 옷 위에 어두운 겉옷을 입고 있으며, 양손으로 그림이 그려진 납작한 상자를 들고 있다. 충숙의 뒤편, 다소 어두운 복도에는 기택이 흐릿하게 서 있고, 더 안쪽에는 다른 한 사람이 보인다. 전체적으로 실내의 좁고 어두운 통로 공간이 화면에 담겨 있다.","아니 예를 들면 여기 한번 봐요. 라인이 아주 더럽게 접혔죠? 이거 왜 접혀 있는 건데? 이거 왜 튀어나와요? 그럼 접다 만 거잖아요, 지금. 아까 정체 다 보니까 박스 4개 한 개꼴로 이런 상태야. 넷 중 하나는 불량인 거지. 넷 중 하나는 불량인 거지.","Speech, Animal",00:04:14.503,00:04:18.257
shot_033,"한 여성이 어두운색 야구 모자와 주황색 카라 티셔츠를 입고 화면 중앙에 있다.
그녀는 눈을 감거나 아래를 바라보고 있으며, 입은 약간 벌어져 있다.
화면 오른쪽에는 다른 한 사람의 뒷모습이 흐릿하게 보이며, 이 여성과 마주 보고 있는 듯하다.
배경에는 창문과 함께 여러 상자와 바구니 등 다양한 물건들이 어지럽게 쌓여 있는 실내 공간이 나타난다.",왜 튀어나와요? 그럼 접다 만 거잖아요 지금 아까 정체 다 보니까 박스 4개 한 개꼴로 이런 상태야 넷 중 하나는 불량인 거지 그래서 정말 돈 10% 떼고 죽겠다는 거예요 지금? 불량으로 비하면 페널티 적은 거지 안 그래요? 이건비 이거 얼마나 한다고? 너무 한 거 아니에요?,"Speech, Female speech, woman speaking",00:04:18.257,00:04:20.551
shot_034,"어두운 모자를 쓴 한 사람이 뒤돌아 서서 피자 박스처럼 보이는 컬러풀한 상자를 들고 있다. 충숙은 왼쪽을 바라보며 옆모습을 보이고 있고, 그 뒤편에는 기택이 정면을 향해 서 있다. 배경에는 또 다른 한 사람이 어렴풋이 보이며, 물건들이 많은 좁은 실내 공간의 모습이다.",아까 정체 다 보니까 박스 4개 한 개꼴로 이런 상태야. 넷 중 하나는 불량인 거지. 그래서 정말 돈 10% 떼고 죽겠다는 거예요 지금? 불량으로 비하면 페널티 적은 거지. 안 그래요? 이 껀비 이거 얼마나 한다고? 너무 한 거 아니에요? 아 이봐요. 이게 그렇게 간단한 문제가 아니야. 이런 불량 박스 하나하나가 얼마...,"Speech, Animal",00:04:20.551,00:04:26.473
shot_035,"충숙이 정면을 바라보며 서 있고, 그 앞에 주황색 카라 티셔츠와 남색 모자를 착용한 한 여성이 충숙을 마주 보고 서 있다. 한 여성은 손에 길고 납작한 물체를 들고 있다. 화면 오른쪽에는 회색 상의를 입은 한 남성이 걸어가며 쌓여있는 여러 개의 피자 상자를 양손으로 들고 있다. 이들은 오래된 건물들과 에어컨 실외기, 전단지가 붙어 있는 골목길에 있으며, 전체적으로 햇볕이 드는 낮 시간으로 보인다.",박스 4개 한 개꼴로 이런 상태야 넷 중 하나는 불량인 거지 그래서 정말 돈 10% 떼고 죽겠다는 거예요 지금? 불량률에 비하면 페널티 적은 거지 안 그래요? 이 건비 이거 얼마나 한다고 너무 한 거 아니에요? 아 이봐요 이게 그렇게 간단한 문제가 아니야 이런 불량 박스 하나하나가 얼마나 큰 데미지를 주는지 알아요? 우리 브랜드 이미지에?,"Speech, Cat",00:04:26.473,00:04:37.943
shot_036,"주황색 폴로 셔츠와 어두운색 모자를 착용한 한 여성이 오른손에 길고 네모난 물체를 든 채 정면을 향해 서 있다. 그녀는 입을 살짝 벌리고 고개를 살짝 기울인 채 화면 왼쪽을 바라보고 있다. 뒤편에는 흰색 승합차의 뒷문이 열려 있고, 그 주변에는 물건들을 옮기는 듯한 두 남성이 보인다. 전체적인 배경은 낡은 건물들이 늘어선 좁은 골목길로, 왼쪽에는 '대명식당' 간판과 오른쪽에는 오토바이가 위치해 있다.",넷 중 하나는 불량인 거지. 그래서 정말 돈 10% 떼고 죽겠다는 거예요 지금? 불량률에 비하면 페널티 적은 거지. 안 그래요? 이 껌피 이거 얼마나 한다고? 너무 한 거 아니에요? 이봐요. 이게 그렇게 간단한 문제가 아니야. 이런 불량 박스 하나하나가 얼마나 큰 데미지를 주는 줄 알아요? 우리 브랜드 이미지에? 브랜드? 박스 잡을 사람도 하나 없는 것들이야?,"Speech, Door",00:04:37.943,00:04:46.118
shot_037,"기택의 얼굴이 쇠창살과 찢어진 방충망이 있는 낡은 창문 너머로 보인다. 그는 눈을 감거나 아래를 향하고 있으며, 얼굴에는 주름이 뚜렷하게 보인다. 창문 유리는 뿌옇고 얼룩져 있으며, 안쪽으로는 흐릿하게 초록색 천이 걸려 있는 모습 등이 비친다. 창문 아래 지면에는 시멘트와 흙이 섞여 있고, 그 위로 몇몇 작은 풀들이 자라고 있다.",그래서 정말 돈 10% 떼고 죽겠다는 거예요 지금? 불량률에 비하면 페널티 적은 거지 안 그래요? 이건비 이거 얼마나 한다고? 너무 한 거 아니에요? 아 이봐요 이게 그렇게 간단한 문제가 아니야 이런 불량 박스 하나하나가 얼마나 큰 데미지를 주는 줄 알아요? 우리 브랜드 이미지에 브랜드? 박스 잡을 사람도 하나 없는 것들이야? 뭐라고? 어? 사장님 이게 다 그 친구 때문이죠 뭔 소리? 그 원래 일하던 알바생 말입니다 그 친구가 배 찌고 잠수 탔죠? 이 주사랑교에서 단체주문이 막 들어오고 있는 중요한 시점에 아니 그런 디테일은 또 어떻게 알아요? 어디서 들었어? 그 친구가 제 동생 지인이에요 그 오빠가 원래 좀 이상해요 이 동네에서 평판이 되게 안 좋은데 그래서 말입니다 사장님 페널티 10% 좋습니다 그 오빠가 원래 좀 이상해요 그 대신에 대신에? 이참에 알바생 새로 뽑으실 생각 없으세요? 누나 우리 사람 뽑아야 돼 원래 알바는 자르세요 해고 페널티를 주시라고 내일 정식으로다가 면접 보러 가겠습니다 몇 시가 좋을지 아니 저기 잠깐만 일단 생각을 좀 해보고 그러면 저희 박스 돈부터 좀 이따 Trump 입 actual 게 이 만들 disrespect 그래서95 어 뭐야 011 제가 Paw es 해서,"Speech, Vehicle",00:04:46.118,00:04:49.788
shot_038,"충숙이 카메라를 향해 정면을 바라보며 입을 다물고 살짝 미소 짓고 있습니다. 그녀는 옅은 민트색 상의 위에 검은색 시스루 반팔 셔츠를 겹쳐 입고 있습니다. 뒤편으로는 낡은 벽돌 건물과 타일로 마감된 주택들이 보이며, 벽에는 붉은색 파이프들이 지나가고 있습니다. 오른쪽 주택의 창문에는 초록색 철창이 있고, 80번지 표지판 아래 현관문 옆에는 작은 화분들이 놓여 있습니다.",아 이봐요 이게 그렇게 간단한 문제가 아니야 이런 불량 박스 하나하나가 얼마나 큰 데미지를 주는 줄 알아요? 우리 브랜드 이미지에? 브랜드? 박스 잡을 사람도 하나 없는 것들이 아이씨 뭐라고? 사장님 이게 다 그 친구 때문이죠 뭔 소리? 그 원래 일하던 알바생 말입니다 그 친구가 배 찌고 잠수탔죠 이 주사랑교에서 이 단체주문이 막 들어오고 있는 이 중요한 시점에 아니 그런 디테일은 또 어떻게 알아요? 어디서 들었어? 그 친구가 제 동생 지인이에요 그 오빠가 원래 좀 이상해요 이 동네에서 평판이 되게 안 좋은데 그래서 말입니다 사장님 페널티 10% 좋습니다 그 대신에 대신에? 이참에 알바생 새로 뽑으실 생각 없으세요? 누나 우리 사람 뽑아야 돼 원래 알바는 자르세요 해고 페널티를 주시라고 내일 정신이? 주식으로다가 면접 보러 가겠습니다 몇 시가 좋을지 아니 저기 잠깐만 일단 생각을 좀 해보고 그러면 저희 박스 돈부터 자 이게 우리 모처럼 늘 이렇게 둘러 앉아가지고 일부 핸드폰은 대개통 그리고 쏟아지는 와이파이를 축하하며 자 저 새끼 저...,"Speech, Gasp",00:04:49.788,00:04:52.833
shot_039,"사진은 건물들이 늘어선 야외 골목길에서 세 사람이 서 있는 모습을 담고 있다. 왼쪽의 기정은 팔짱을 낀 채 고개를 약간 들고 오른쪽을 응시하고 있다. 가운데의 한 여성은 검은 모자와 주황색 카라 티셔츠를 입고 왼쪽을 바라보고 있으며, 오른쪽의 한 남성은 고개를 숙이고 아래를 보고 있다. 배경에는 주황색 상의를 입은 또 다른 남성이 어렴풋이 보인다.",하나 큰 데미지를 주는 줄 알아요? 우리 브랜드 이미지에 브랜드... 박수 잡을 사람 다 하나 없는 것들이 뭐라고? 사장님 이게 다 그 친구 때문이죠 뭔 소리? 그 원래 일하던 알바생 말입니다 그 친구가 배 찌고 잠수 탔죠 이 주사랑교에서 이 단체주문이 막 들어오고 있는 이 중요한 시점에 아니 그런 디테일은 또 어떻게 알아요? 어디서 들었어? 그 친구가 제 동생 지인이에요 그 오빠가 원래 좀 이상해요 이 동네에서 평판이 되게 안 좋은데 그래서 말입니다 사장님 페널티 10% 좋습니다 그 대신에 대신에? 이참에 알바생 새로 뽑으실 생각 없으세요? 누나 우리 사람 뽑아야 돼 원래 알바는 자르세요 해고 페널티를 주시라고 내일 정식으로다가 면접 보러 가겠습니다 몇 시가 좋을지 아니 저기 잠깐만 일단 생각을 좀 해보고 그러면 저희 박스 돈 부터 자 이게 우리 모처럼 이렇게 둘러 앉아가지고 일부 핸드폰은 그 대기통 그리고 쏟아지는 와이파이를 축하하며 자 앉아 아이 저 새끼 제가 또 초저녁부터 좀 도대체 왜,"Speech, Zipper (clothing)",00:04:52.833,00:05:54.811
shot_040,"네 사람이 낡은 실내 탁자에 둘러앉아 있다. 기택은 입을 벌린 채 오른쪽을 바라보고 있으며, 충숙은 왼손으로 입 주변을 만지고 있다. 한 남성과 기정은 고개를 숙인 채 아래쪽을 응시하고 있다. 탁자 위에는 여러 개의 캔 음료가 놓여 있으며, 배경은 거친 질감의 벽으로 이루어져 있다.",브랜드 박수 잡을 사람도 하나 없는 것들이 뭐라고? 사장님 이게 다 그 친구 때문이죠 뭔 소리? 그 원래 일하던 알바생 말입니다 그 친구가 배 찌고 잠수탔죠 이 주사랑교에서 단체주문이 막 들어오고 있는 중요한 시점에 아니 그런 디테일은 또 어떻게 알아요? 어디서 들었어? 그 친구가 제 동생 지인이에요 그 오빠가 원래 좀 이상해요 이 동네에서 평판이 되게 안 좋은데 그래서 말입니다 사장님 페널티 10% 좋습니다 그 대신에 대신에? 이참에 알바생 새로 뽑으실 생각 없으세요? 누나 우리 사람 뽑아야 돼 원래 알바는 자르세요 해고 페널티를 주시라고 내일 정식으로다가 면접 보러 가겠습니다 몇 시가 좋을지 아니 저기 잠깐만 일단 생각을 좀 해보고 그러면 저희 박스 돈부터 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네 네,"Speech, Whispering",00:05:54.811,00:06:06.990
