shot_id,stt_text,characters,location,actions,visual_details,mood,narrative,keywords,detailed_caption,start_time,end_time
shot_281,아이고 맞구나 이거 어떡하지 이거. 나 이분 얼굴이 킹감인가 해가지고요. 아니 저는 그 거실에 올라갔을 때 한두 번 본 게 그게 전부다 보니까. 그게 병원에서 찍으신 거네? 제가 며칠 전에 건강검진 받으러 병원에 갔다가요. 어. 집사람한테 카톡 보내려고 셀카를 찍는데 이분이 뒤에 보이더란 말입니다. 어디 통화하고 있는 거네 지금? 아 그게 제가 들으려고 들은 게 아니라 제가 들으려고 들은 게 아닌데. 통화 내용이 또 들려오니까 어쩔 수 없이 저렇게 또. 아버지 지금 감정이 너무 막 여기 위에 올라가 있는데 그것 좀 여기까지 좀 내려보세요. 어쩔 수 없이 들었어요.,김기택(송강호) 위장무늬 티셔츠를 입고 손에 종이를 든 채 격앙된 표정으로 말하고 있는 남성. | 충숙(장혜진) 파란색 민소매 상의를 입고 뒤편에 앉아 남성을 지켜보고 있는 여성.,좁고 낡은 실내 공간 (집 안의 복도 또는 방).,김기택(송강호)은 손에 메모가 적힌 듯한 종이를 들고 오른손을 들어 올리며 아내에게 무언가를 설명하듯 격앙된 목소리로 말하고 있다. 충숙(장혜진)은 뒤편에 앉아 고개를 약간 기울인 채 김기택(송강호)의 이야기를 조용히 듣고 있다.,"어둡고 낡은 실내 공간에서 김기택(송강호)이 화면 중앙에 서서 이야기하고 있고, 그 뒤편에는 충숙(장혜진)이 앉아있다. 벽은 오래되어 지저분해 보이며, 왼쪽 벽에는 낡은 액자가 걸려 있다. 천장에는 노출된 형광등이 희미하게 빛나고 있으며, 전반적으로 침침한 분위기이다. 김기택(송강호)은 녹색 위장무늬 티셔츠를 입고 있으며, 손에는 구겨진 듯한 흰 종이를 들고 있다. 충숙(장혜진)은 파란색 민소매 상의를 입고 있다.","답답함, 억울함, 긴장감, 씁쓸함.",김기택(송강호)이 아내 충숙(장혜진)에게 의도치 않게 타인의 통화 내용을 듣게 된 상황을 설명하며 자신의 억울함이나 어쩔 수 없었음을 토로하고 있다. 충숙(장혜진)은 이를 담담하게 듣고 있는 모습이다.,김기택 | 송강호 | 충숙 | 장혜진 | 대화 | 실내 | 가난 | 복도 | 격앙 | 부부 | 듣다 | 억울함,"00:00-00:05, 좁고 어두운 실내 공간에서 김기택(송강호)이 화면 중앙에 서서 이야기하고 있다. 그는 녹색 위장무늬 티셔츠를 입고 손에 메모가 적힌 듯한 종이를 든 채 오른손을 들어 올리며, ""들으려고 들은 게 아닌데 통화 내용이 자꾸 들려오니까 어쩔 수 없이 들었잖아.""라고 격앙된 목소리로 아내에게 설명하고 있다. 그의 뒤편에는 충숙(장혜진)이 파란색 민소매 상의를 입고 앉아 고개를 약간 기울인 채 남편의 이야기를 조용히 듣고 있다. 벽은 오래되어 보이며 액자가 걸려있고, 천장에는 희미한 형광등 불빛이 비치고 있어 전반적으로 침침하고 답답한 분위기를 자아낸다.",0:41:41,0:41:46
shot_282,"제가 며칠 전에 건강검진 받으러 병원에 갔다가요. 집사람한테 카톡 보내려고 셀카를 찍는데 이분이 뒤에 보이더란 말입니다. 어디 통화하고 있는 거네 지금? 아, 그게 제가 들으려고 들은 게 아니라 제가 들으려고 들은 게 아닌데 통화 내용이 또 들려오니까 어쩔 수 없이 저렇게 아버지 지금 감정이 너무 막 여기 위에 올라가 있는데 그것 좀 여기까지 좀 내려보세요. 어쩔 수 없이 들었어요. 이걸 좀 한 축씩 열어주고 딱 그것도 말씀드리지만",,낡은 실내 (주방 또는 거실로 보이는 공간),,,"진지함, 대화",,,,0:41:46,0:41:52
shot_283,들으려고 들은 게 아닌데 통화 내용이 또 들려오니까 어쩔 수 없이. 아버지 지금 감정이 너무 막 여기 위에 올라가 있는데 그것 좀 여기까지 좀 내려보세요. 어쩔 수 없이 들었어요. 이걸 좀 한 쪽씩 켜라 조금 탁. 그것도 말씀드리지만 본의 아니게 그 아주머니께서 굉장히 목소리가 크시더라고요. 아니 그러니까 괜찮아 말해봐요. 어머.,기택 (송강호) | 한 여성,어두운 집 안 복도,기택이 상체를 약간 숙이고 진지한 표정으로 이야기하고 있다. 기택의 한 손은 가슴 쪽에 위치해 있다. 한 여성이 복도 뒤편에 서 있다.,"어두컴컴한 집 안 복도에서 기택(송강호)이 얼룩무늬 티셔츠를 입고 있으며, 그의 얼굴에는 감정이 실려 있다. 복도 뒤편에는 한 여성이 푸른색 상의를 입고 서 있다. 벽에는 액자가 걸려 있고, 전등 스위치로 보이는 장치가 부착되어 있다. 전반적으로 조명이 어둡고 협소한 공간이다.","진지함, 대화 중","기택이 집 안 복도에서 진지한 표정으로 이야기를 하고 있으며, 그의 뒤편에 한 여성이 서서 대화를 듣고 있는 듯한 모습이다. 어두운 실내에서 두 인물이 대면하고 있다.",기택 | 송강호 | 집 | 복도 | 대화 | 실내 | 어두움,"어두컴컴한 집 안 복도에서 기택(송강호)이 상체를 약간 숙인 채 진지한 표정으로 이야기하고 있다. 그는 얼룩무늬 티셔츠를 입고 있으며, 한 손은 가슴 쪽에 머물러 있다. 그의 뒤편 복도에는 한 여성이 서서 그들을 지켜보고 있다. 복도 벽에는 그림 액자가 걸려 있으며, 전체적으로 협소하고 어두운 실내 분위기이다. 이 장면에서 대화 소리는 들리지 않는다.",0:41:52,0:41:56
shot_284,아버지 지금 감정이 너무 막 여기 위에 올라가 있는데 그것 좀 여기까지 좀 내려보세요. 어쩔 수 없이 들었어요. 이걸 좀 한 축씩 열어줘. 그것도 말씀드리지만 본의 아니게 그 아주머니께서 굉장히 목소리가 크시더라고요. 아니 그러니까 괜찮아. 말해봐요. 자기가 뭐라나 활동성 결핵 판정을 받았다고 누구에게 막 전화로 막 얘기하는데 본인이 본인한테 화가 나서 어쩔 줄 몰라 하는 그런 느낌?,기우 (최우식) | 기택 (송강호) | 충숙 (장혜진),낡은 가정집 실내,기우 (최우식)가 종이를 들고 고개를 끄덕이며 무엇인가를 읽고 있다. 기택 (송강호)이 손에 종이를 들고 대사를 연습하듯 말하며 역동적으로 팔과 손으로 제스처를 취한다. 충숙 (장혜진)이 배경에서 이들의 모습을 지켜보고 있다.,"화면은 낡은 벽지, 벽에 걸린 액자, 스위치가 있는 오래된 가정집의 실내를 보여준다. 기우 (최우식)는 진회색 민소매 상의를 입고, 기택 (송강호)은 얼룩덜룩한 카무플라주 패턴 티셔츠를 입고 있다. 충숙 (장혜진)은 파란색 민소매 상의를 입고 흐릿하게 보인다. 세 인물 모두 손에 손글씨가 쓰인 종이를 들고 있다.","진지함, 집중, 준비, 약간의 긴장감","기우 (최우식), 기택 (송강호), 충숙 (장혜진) 가족이 낡은 집 안에서 각자 종이를 들고 대사 연습에 몰두하고 있다. 특히 기택 (송강호)은 적극적으로 말하며 제스처를 취하고 있으며, 기우 (최우식)도 자신의 차례를 기다리거나 함께 연습하는 듯한 모습이다. 충숙 (장혜진)은 뒤편에서 이들의 연습을 조용히 관찰하고 있어, 가족 모두가 어떤 중요한 상황을 위해 합심하여 준비하고 있음을 보여준다.",가족 | 대사 연습 | 집 | 준비 | 계획 | 송강호 | 최우식 | 장혜진 | 실내,"낡은 가정집 실내에서 기우 (최우식), 기택 (송강호), 충숙 (장혜진) 세 가족이 함께 대사 연습을 하는 모습이다. 기우 (최우식)는 진회색 민소매 상의를 입고 손에 든 종이를 보며 고개를 끄덕이고 있다. 이어서 기택 (송강호)은 얼룩덜룩한 카무플라주 패턴 티셔츠를 입고 손에 든 종이를 보며 역동적인 손짓과 함께 대사를 연습하고 있다. 배경에는 파란색 민소매 상의를 입은 충숙 (장혜진)이 흐릿하게 서서 이들을 지켜보고 있다. 낡은 벽과 액자, 스위치 등이 보이는 실내는 가족의 평범하지만 집중된 순간을 보여주며, 대사를 읊는 인물들의 말소리가 들린다. 이는 어떤 중요한 계획을 위해 가족이 함께 진지하게 준비하고 있음을 암시한다.",0:41:56,0:42:00
shot_285,어쩔 수 없이 들었어요. 이걸 좀 한 축씩 열어주고 딱. 그것도 말씀드리지만 본의 아니게 그 아주머니께서 굉장히 목소리가 크시더라고요. 아니 그러니까 괜찮아. 말해봐요. 자기가 뭐라나 활동성 결핵 판정을 받았다고 누구에게 막 전화로 막 얘기하는데 본인이 본인한테 화가 나서 어쩔 줄 몰라 하는 그런 느낌? 결핵? 아니 설마. 진짜 활동성 결핵 판정 받았다고 전화로 누구에게 막 얘기를 하는데.,기택 (송강호) | 연교 (조여정),차 안,기택 (송강호)가 운전하고 있다. 연교 (조여정)가 기택 (송강호)를 바라보고 있다. 기택 (송강호)가 정면을 응시하며 말하고 있다. 기택 (송강호)가 옆을 보며 말한다. 연교 (조여정)가 진지한 표정으로 기택 (송강호)의 말을 듣고 있다. 연교 (조여정)가 잠시 미소를 지었다가 다시 진지한 표정으로 돌아온다.,어두운 톤의 차량 내부에서 기택 (송강호)가 운전대를 잡고 앞을 바라보며 말하고 있다. 옆 좌석에는 연교 (조여정)가 앉아 기택 (송강호)를 응시하며 듣고 있다. 잠시 연교 (조여정)의 얼굴에 미소가 번지지만 이내 다시 걱정스러운 표정을 짓는다. 차창 밖으로는 녹음이 우거진 도로 풍경이 흐릿하게 보인다.,"진지함, 긴장감, 미묘한 변화","기택 (송강호)와 연교 (조여정)가 차 안에서 대화를 나누는 장면이다. 기택 (송강호)는 주로 앞을 보며 이야기하고, 연교 (조여정)는 그의 이야기에 집중하고 있다. 대화의 흐름 속에서 연교 (조여정)는 잠시 밝은 표정을 지었다가 다시 무거운 분위기로 돌아오는 모습에서 대화의 내용이 복잡하거나 중요한 것임을 짐작할 수 있다.",차 안 | 운전 | 대화 | 진지함 | 표정 변화 | 송강호 | 조여정,"어두운 차량 내부에서 기택 (송강호)가 운전대를 잡고 앞을 주시하며 이야기하고 있다. 그는 때때로 옆을 바라보기도 한다. 조수석에는 연교 (조여정)가 앉아 기택 (송강호)를 바라보며 그의 말에 귀 기울이고 있다. 연교 (조여정)의 표정은 처음에는 진지하게 경청하는 듯하다가, 짧은 순간 미소를 짓고는 다시 걱정스러운 듯한 표정으로 돌아온다. 차창 밖으로는 녹색의 나무들이 스쳐 지나가는 것으로 보아 차량이 이동 중인 것으로 보인다. 영상에는 대화나 배경음악 등 특별한 음성은 들리지 않는다.",0:42:00,0:42:10
shot_286,한 축씩 열어줘. 그것도 말씀드리지만 본의 아니게 아주머니께서 굉장히 목소리가 크시더라고요. 아니 그러니까 괜찮아. 말해봐요. 자기가 뭐라나 활동성 결핵 판정을 받았다고 누구에게 막 전화로 얘기하는데 본인이 본인한테 화가 나서 어쩔 줄 몰라 하는 그런 느낌? 결핵? 설마. 진짜 활동성 결핵 판정 받았다고 전화로 누구에게 막 얘기를 하는데 아니 요즘에도 결핵 환자가 있어요? 아니,송강호 (기택) | 한 여성 | 한 남성,실내 (가정집),송강호 (기택)가 상체를 숙여 한 손으로 제스처를 취하며 이야기하고 있다. 송강호 (기택)가 서류 뭉치를 들고 서있다. 한 여성은 송강호 뒤편에 서서 그를 지켜보고 있다. 한 남성이 앉아서 서류를 들고 보고 있다.,"영화 속 한 가정집의 실내 공간이 보인다. 송강호 (기택)는 국방색 위장 무늬 티셔츠를 입고 있으며, 그의 뒤편에 서 있는 한 여성은 파란색 민소매 상의를 입고 있다. 화면 오른쪽에는 회색 민소매 상의를 입은 한 남성이 앉아있다. 배경에는 액자가 걸린 벽과 낡은 선반, 그리고 바구니 등의 살림살이가 보인다.","일상적, 대화 중, 다소 진지함","기택이 다른 가족 구성원들과 함께 집에서 대화를 나누고 있는 장면이다. 기택이 무언가에 대해 적극적으로 설명하고 있으며, 다른 가족들은 그의 이야기를 듣거나 각자 서류를 살펴보며 상황에 참여하고 있다. 서류가 오가는 것으로 보아 어떤 중요한 논의나 계획이 진행 중인 것으로 보인다.",송강호 | 기택 | 가족 | 집 | 실내 | 대화 | 설명 | 서류 | 일상,"영화 속 한 가정집 실내 장면이다. 송강호 (기택)는 국방색 위장 무늬 티셔츠를 입고 상체를 숙인 채 손으로 제스처를 취하며 무언가를 이야기하고 있다. 그의 뒤편에는 파란색 민소매 상의를 입은 한 여성이 서서 그를 지켜보고 있다. 잠시 후, 송강호 (기택)는 서류 뭉치를 들고 서 있으며, 화면 오른쪽에는 회색 민소매 상의를 입은 한 남성이 앉아서 서류를 살펴보는 모습이 보인다. 낡은 액자가 걸린 벽과 선반 위의 물건들은 평범한 가정집의 모습을 보여주며, 대화와 서류를 통한 논의가 진행 중인 일상적이면서도 진지한 분위기를 연출한다.",0:42:10,0:42:18
shot_287,본의 아니게 그 아주머니께서 굉장히 목소리가 크시더라고요. 아니 그러니까 괜찮아 말해봐요. 자기가 뭐라나 활동성 결핵 판정을 받았다고 누구에게 막 전화로 막 얘기하는데 본인이 본인한테 화가 나서 어쩔 줄 몰라 하는 그런 느낌? 결핵? 아니 설마. 진짜 활동성 결핵 판정 받았다고 전화로 누구에게 막 얘기를 하는데 아니 요즘에도 결핵 환자가 있어요? 아니 요즘도 결핵 환자가 있어요? 네.,조여정 (연교) | 송강호 (기택),자동차 안,송강호 (기택)가 운전하고 있다 조여정 (연교)이 송강호 (기택)에게 말을 걸고 있다 송강호 (기택)가 운전 중 조여정 (연교)에게 대화하고 있다,"운전 중인 송강호 (기택)와 조수석에 앉아 대화하는 조여정 (연교)의 모습이 보인다. 조여정 (연교)은 체크무늬 셔츠를 입고 있으며, 송강호 (기택)는 진한 색 상의를 입고 있다. 조여정 (연교)은 송강호 (기택)를 바라보며 다양한 표정 변화를 보이고, 송강호 (기택)는 운전대를 잡고 앞을 주시하며 이야기하는 중 오른손으로 제스처를 취하기도 한다. 차량 밖으로는 흐릿하게 도로 풍경이 보인다. 카메라 시점은 뒷좌석에서 앞좌석을 향하고 있다.","대화 중, 진지함, 우려","기택이 운전하는 차 안에서 연교와 기택이 대화를 나누고 있다. 연교는 기택의 말에 경청하며 때로는 미소를 짓고 때로는 진지한 표정을 짓고 있으며, 기택은 운전에 집중하면서도 이야기를 이어나가고 있다.",자동차 | 운전 | 대화 | 차량내부 | 도로 | 인물대화,"0분 0초부터 0분 7초까지, 송강호 (기택)가 운전하는 차 안에서 조여정 (연교)과 대화를 나누는 장면이다. 조여정 (연교)은 체크무늬 셔츠를 입고 송강호 (기택)를 바라보며 다양한 표정으로 대화에 임하고 있다. 송강호 (기택)는 운전대를 잡고 앞을 주시하며 이야기를 이어가고 있으며, 대화 중 오른손으로 제스처를 취하는 모습도 보인다. 차량 내부에는 자연광이 들어오고 있으며, 창밖으로는 흐릿한 도로 풍경이 스쳐 지나간다. 인물들의 대화 소리가 들릴 것으로 예상되며, 대화 분위기는 때로는 편안하고 때로는 진지하거나 우려스러운 모습을 보인다.",0:42:18,0:42:26
shot_288,여물아나 그 활동성 결핵 판정을 받았다고 누구에게 막 전화로 막 얘기하는데 본인이 본인한테 화가 나서 어쩔 줄 몰라하는 그런 느낌? 결핵? 아니 설마 진짜 활동성 결핵 판정 받았다고 전화로 누구에게 막 얘기를 하는데 아니 요즘에도 결핵 환자가 있어요? 아니 요즘도 결핵 환자가 있어요? 아빠 학위사 옛날에 왜 크리스마스 실 사서 붙이고 막 그런 시절 얘긴데,기우(최우식) | 한 사람,주택 내부의 어둡고 좁은 방/복도,기우(최우식)가 종이를 들고 가슴에 손을 얹은 채 놀란 표정으로 서 있다. 뒤편에서는 한 사람이 바닥에 엎드려 무언가 하고 있다.,"어둡고 좁은 실내 공간에서 기우(최우식)가 화면 오른쪽에 위치해 정면을 응시하고 있다. 그는 회색 민소매 상의를 입고 있으며, 입을 살짝 벌린 채 눈을 크게 뜨고 놀란 표정을 짓고 있다. 왼손에는 여러 장의 종이를 들고 있고 오른손은 가슴에 얹고 있다. 배경은 벽에 액자가 걸려있고 물건들이 쌓여있는 어수선한 모습이며, 멀리 보이는 통로 쪽 바닥에는 한 사람이 몸을 굽혀 앉아 있거나 엎드려 작업하고 있다.",놀람,"기우(최우식)가 중요한 내용이 담긴 듯한 종이를 들고 충격적이거나 놀란 소식을 접한 듯한 순간을 보여준다. 그의 표정과 제스처는 긴박한 상황을 암시하며, 뒤편에서 일상적인 행동을 하는 인물과 대비되어 미묘한 긴장감을 조성한다.",기우 | 최우식 | 놀람 | 충격 | 종이 | 가정집 | 실내 | 긴장 | 어두움,"어둡고 좁은 실내 공간에서 기우(최우식)가 회색 민소매 상의를 입고 놀란 표정으로 서 있다. 그는 왼손에 종이를 들고 오른손을 가슴에 얹은 채 정면을 응시하고 있다. 배경에는 왼쪽 벽에 액자가 걸려있고 여러 물건이 쌓여 있으며, 멀리 보이는 통로 쪽 바닥에는 한 사람이 엎드려 무언가 하고 있다. 조용한 실내 환경 속에서 기우의 표정은 어떠한 중요한 사실을 접하고 충격받은 듯한 긴장감을 연출하며, 뒤편 인물의 일상적인 행동과 대비되어 더욱 인상적이다.",0:42:26,0:42:29
shot_289,결핵? 아니 설마 진짜 활동성 결핵 판정 받았다고 전화로 누구에게 막 얘기를 하는데 아니 요즘에도 결핵 환자가 있어요? 아니 요즘도 결핵 환자가 있어요? 아빠 학위사 옛날에 크리스마스 실 사서 붙이고 막 그런 시절 얘긴데 근데 검색해보세요 한국이 현재 결핵 발생률 1위랍니다 OECD 국가들 중에 보니까,조여정(연교) | 송강호(기택),차 안,조여정(연교)이 송강호(기택)를 바라보며 이야기하다 미소 짓는다. 송강호(기택)가 운전하며 전방을 주시한다.,차량 내부에서 조여정(연교)과 송강호(기택)가 나란히 앉아있다. 조여정(연교)은 밝은 색 체크무늬 상의를 입고 송강호(기택)는 어두운 색 상의를 입고 있다. 조여정(연교)은 송강호(기택)를 향해 이야기하다가 환하게 웃는 표정을 짓는다. 송강호(기택)는 운전석에 앉아 전방을 응시하며 진지한 표정이다.,"대화적, 일상적","조여정(연교)과 송강호(기택)가 차를 타고 이동하는 동안 대화를 나누는 장면이다. 조여정(연교)은 미소 지으며 즐겁게 이야기하는 반면, 송강호(기택)는 운전에 집중하며 경청하는 듯한 모습이다.",차 안 | 운전 | 대화 | 미소 | 송강호(기택) | 조여정(연교) | 일상 | 드라이브,차량 내부에서 조여정(연교)과 송강호(기택)가 나란히 앉아있다. 조여정(연교)은 밝은 색 체크무늬 상의를 입고 송강호(기택)는 어두운 색 상의를 입고 있다. 조여정(연교)은 송강호(기택)를 바라보며 이야기하다가 환하게 미소 짓는다. 송강호(기택)는 운전석에 앉아 전방을 응시하며 비교적 무표정한 모습으로 운전에 집중하고 있다. 두 사람이 차를 타고 이동하며 대화를 나누는 일상적인 장면이다.,0:42:29,0:42:31
shot_290,"아니 요즘에도 결핵환자가 있어요? 아니 요즘도 결핵환자가 있어요? 아빠, 하기사 옛날에 왜 크리스마스 실 사서 붙이고 뭐 그런 시절 얘긴데 근데 검색해보세요 한국이 현재 결핵 발생률 1위랍니다 OECD 국가들 중에 보니까 이 아줌마 시침이 뚝딱하고 계속 일을 하시더라고 아니 집에 다솜이 같은 애도 있는데 그러니까요",최우식(기우) | 박소담(기정) | 장혜진(충숙),어둡고 낡은 반지하 주택 내부,최우식(기우)이 종이를 들고 입을 벌린 채 놀란 표정을 짓다가 이내 웃는다. 박소담(기정)이 문 안쪽에서 서서 최우식(기우)을 바라본다. 장혜진(충숙)이 방 바닥에 쪼그려 앉아있다.,"어둡고 낡은 실내 공간이 배경이며, 벽에는 액자가 걸려있고 주변에 짐들이 어수선하게 놓여있다. 최우식(기우)은 회색 민소매 티셔츠를 입고 종이를 들고 있으며, 박소담(기정)은 회색 상의와 바지를 입고 문 앞에서 서 있다. 장혜진(충숙)은 어두운 색 옷을 입고 바닥에 쪼그려 앉아있는 모습이 보인다.","놀람, 흥분, 기대감, 일상적인 빈곤함","한 청년(최우식/기우)이 종이에 적힌 내용을 읽고 깜짝 놀라 입을 벌렸다가 이내 환하게 웃는 모습이다. 뒤쪽 문 안에는 한 여성(박소담/기정)이 서서 그를 지켜보고 있으며, 다른 한 여성(장혜진/충숙)은 방 바닥에 쪼그려 앉아있다. 이들의 낡고 비좁은 집 내부가 이들의 생활 환경을 보여준다.",가족 | 집 | 청년 | 여성 | 놀람 | 웃음 | 종이 | 좁은 공간 | 낡은 집 | 어두운 분위기,"어둡고 낡은 반지하 주택 내부에서, 최우식(기우)이 회색 민소매 티셔츠를 입고 종이를 들고 있다. 그는 처음에 입을 벌리고 놀란 표정을 짓다가 이내 해맑게 웃는다. 뒤쪽 문 안에는 박소담(기정)이 회색 상의를 입고 서서 최우식(기우)을 바라보고 있다. 그 옆 바닥에는 장혜진(충숙)이 어두운 색 옷을 입고 쪼그려 앉아있는 모습이 보인다. 이들의 좁고 어수선한 주거 환경이 이들의 일상적인 삶의 모습을 드러낸다. 이 영상에는 대화나 소리는 들리지 않지만, 최우식(기우)의 표정 변화에서 흥분과 기대감이 느껴진다.",0:42:31,0:42:39
shot_291,"요즘도 결핵환자가 있어요? 아빠, 학위사, 옛날에 크리스마스 실 사서 붙이고 뭐 그런 시랄 얘긴데 근데 검색해보세요 한국이 현재 결핵 발생률 1위랍니다 OECD 국가들 중에 보니까 이 아줌마 시침 뚝딱하고 계속 일을 하시더라고 아니 집에 다송이 같은 애도 있는데 그러니까요 집에 다송이 같은 어린애도 있는데 결핵환자가 부엌에서 설거지하고 음식도 만들고 침도 튀기고 아우 그만요",기택 (송강호),자동차 내부,기택이 차 안에서 누군가와 대화하며 고개를 돌려 카메라를 바라본다 기택이 입술을 움직이며 말을 한다 기택이 다양한 표정을 짓는다,"기택이 차 안에서 상체를 돌려 좌측을 바라보고 있다. 그의 얼굴은 화면 중앙에 크게 잡혀 있으며, 입을 움직이며 말하는 모습이 보인다. 차량 창밖으로는 푸른 나무들과 다른 차량들이 흐릿하게 보인다. 기택은 어두운 색 상의를 입고 있다. 차량 내부는 어두운 톤이며, 현대적인 스티어링 휠이 우측에 일부 보인다.","진지함, 대화",기택이 차 안에서 다른 인물과 대화를 나누는 순간이다. 그의 표정과 입 모양으로 보아 중요한 대화에 집중하고 있음을 알 수 있다.,기택 | 송강호 | 자동차 | 대화 | 운전 | 표정 | 말하는,"기택(송강호)이 자동차 안에서 몸을 살짝 돌려 화면 좌측을 바라보며 진지하게 대화하고 있다. 그의 얼굴이 클로즈업되어 보이며, 입술을 움직여 말하는 모습이 여러 각도에서 포착된다. 차창 밖으로는 푸른 나무들과 흐릿하게 보이는 다른 차량들이 지나간다. 기택은 어두운 색의 셔츠를 입고 있으며, 차량의 스티어링 휠 일부가 화면 우측에 보인다. 영상 내내 남성 목소리의 대화가 들려오며, 기택의 표정 변화가 그 대화의 분위기를 짐작하게 한다.",0:42:39,0:42:45
shot_292,"아빠, 하기사 옛날에 크리스마스 실 사서 붙이고 뭐 그런 시랄 얘긴데 근데 검색해보세요 한국이 현재 결핵 발생률 1위랍니다 OECD 국가들 중에 보니까 이 아줌마 시침이 뚝딱하고 계속 일을 하시더라고 아니 집에 다송이 같은 애도 있는데 그러니까요 집에 다송이 같은 어린 애도 있는데 결핵 환자가 부엌에서 설거지하고 음식도 만들고 침도 튀기고 아우 그만요 ♥",송강호 (기택) | 최우식 (기우) | 장혜진 (충숙) | 박소담 (기정),좁고 어수선한 반지하 방,송강호 (기택)이 서류를 들고 집중하여 바라보고 있다. 한 젊은 남성이 손을 들어 제스처를 취하며 다른 사람들을 바라보고 있다. 배경의 두 여성이 앉아서 무언가를 먹거나 주시하고 있다. 사람들이 웅성거리며 대화하고 있다.,"화면 좌측에는 송강호 (기택)이 어두운 색 상의를 입고 앉아 여러 장의 서류를 들고 집중하여 보고 있다. 송강호 (기택)은 진지한 표정이다. 화면 중앙과 우측 배경에는 두 명의 여성이 앉아있는데, 한 명은 입에 막대 아이스크림 같은 것을 가져다 대고 있고 다른 한 명은 정면을 응시하고 있다. 화면 우측에는 한 젊은 남성이 민소매 상의를 입고 바닥에 앉아있으며, 왼손을 들어 송강호 (기택) 쪽으로 무언가 설명하듯이 제스처를 취하고 있다. 방은 좁고 살림살이가 많아 어수선해 보이며, 좌측에는 상자와 바구니가 쌓여있고 전체적으로 생활감이 묻어나는 공간이다. 전반적으로 어두운 조명이다.","진지함, 집중, 일상, 친밀함","송강호 (기택)과 가족으로 보이는 사람들이 좁은 방에 모여 앉아 진지하게 서류를 검토하고 대화를 나누고 있다. 한 젊은 남성은 무언가 설명하려는 듯 손짓하고 있으며, 배경의 여성들은 조용히 앉아있다. 이는 가족이 함께 어떤 계획이나 문제에 대해 논의하는 일상적인 모습을 보여준다.",가족 | 반지하 | 논의 | 대화 | 서류 | 어수선함 | 기생충 | 송강호 | 최우식 | 장혜진 | 박소담,"좁고 어수선한 반지하 방 안에서 송강호 (기택)을 포함한 네 명의 사람이 모여 앉아 있다. 화면 좌측의 송강호 (기택)은 서류 뭉치를 들고 집중하여 바라보고 있으며, 화면 우측의 한 젊은 남성(일부 구간에서 최우식 (기우)으로 식별됨)은 민소매 상의를 입고 앉아 손을 들어 송강호 (기택)에게 무언가를 설명하듯이 제스처를 취하고 있다. 배경에는 두 명의 여성(마지막 순간에 장혜진 (충숙)과 박소담 (기정)으로 식별됨)이 앉아있는데, 한 명은 입에 막대 아이스크림을 대고 있고 다른 한 명은 정면을 응시하고 있다. 전체적으로 어두운 조명 아래, 사람들이 웅성거리며 대화하는 소리가 희미하게 들리며, 가족이 함께 모여 진지하게 무언가를 논의하는 듯한 친밀하면서도 집중된 분위기가 느껴진다.",0:42:45,0:42:51
shot_293,근데 검색해보세요. 한국이 현재 결핵 발생률 1위랍니다. OECD 국가들 중에. 보니까 이 아줌마 시침이 뜯다고 계속 일을 하시더라고. 아니 집에 다송이 같은 애도 있는데. 그러니까요. 집에 다송이 같은 어린애도 있는데. 결핵 환자가 부엌에서 설거지하고 음식도 만들고 침도 튀기고. 아우 그만요.,송강호 (기택) | 조여정 (연교),자동차 내부,"송강호 (기택)는 운전석에 앉아 회색 줄무늬 셔츠를 입고 옆을 바라보거나 정면을 향해 무언가를 말하는 듯 입을 벌리고 있습니다. 조여정 (연교)는 조수석에 앉아 체크무늬 셔츠를 입고 있으며, 손으로 머리를 감싸 쥐거나 얼굴을 가리며 괴로운 표정을 짓고 흐느낍니다.","어두운 색상의 차량 내부에서 송강호 (기택)가 운전석에, 조여정 (연교)가 조수석에 앉아 있는 모습입니다. 차량 밖의 풍경은 흐릿하게 보입니다.","긴장되고 불안하며, 슬픔과 좌절감이 느껴지는 분위기입니다.","차량 안에서 송강호 (기택)가 운전을 하며 말을 건네는 가운데, 조여정 (연교)는 매우 괴로워하며 손으로 얼굴을 가리고 흐느끼는 모습입니다. 두 인물 사이에 심각한 상황이 벌어지고 있음을 암시합니다.",자동차 | 운전 | 슬픔 | 괴로움 | 대화 | 긴장 | 흐느낌 | 운전석 | 조수석,"어두운 색상의 차량 내부에서 송강호 (기택)가 운전석에 앉아 회색 줄무늬 셔츠를 입고 있습니다. 그는 처음에는 옆을 바라보다가 정면을 향해 무언가를 말하는 듯 입을 벌립니다. 조수석에는 체크무늬 셔츠를 입은 조여정 (연교)가 앉아 있으며, 손으로 머리를 감싸 쥐거나 얼굴을 가리며 괴로운 표정을 짓고 흐느낍니다. 차량 밖의 풍경은 흐릿하게 보이며, 두 인물 사이에는 긴장되고 불안하며 슬픔과 좌절감이 느껴지는 분위기가 감돕니다. 음성 대화는 들리지 않지만, 송강호 (기택)의 표정과 조여정 (연교)의 괴로워하는 모습으로 보아 심각한 대화가 오가는 상황으로 추정됩니다.",0:42:51,0:42:58
